summoner_id,champion_id,mastery_points
EAaAE9i952pWHG6AiATf5_scmth8S6n5udThdpGH_XSFoy-z_hsSB_S3,145,142557
yq_WYAzueQnnGhvp6ifjaa3VCo4-pkHDuDCO4pHf_AD4vQ,59,54758
kZ1muBjgGxnRJqiT9ZGtXE8jHJ63j1yo7xjP89Bx7lDlnbM,79,67856
gALckdEjJ8Jf5duKEOZn18MVIyAboJh8p6HWIrpA1s4feg,51,44507
py2I2jDuNuYEVePtH2s7BElBJMAXQPOmCJgzKWmpnGfvJbEaLrdSlExo,121,15327
S4dR4gu-wNZhyR3BG6Ha0rkZ0l7EsRBaXHdTywX9_okwGQ,22,19572
Xmy6b3yFU79zT3FSrzy4MvhLsC7H0XsReueQGsT7FPZwSZbUnYu2M3ur,145,75060
mwAWudlat69XhtWxAORgrxI3Z53ydHJoX_QvIVZ994QtBMU,145,19865
leHtJDhZlFugodTERMTE-edPf8gb-FPLHJIt-EkNLBzl-cs,122,1465931
zstWoAHUf7qyTsist9UhzYlYM1Un4hmsThmaliEwNUifSt4,25,60254
K6Evk4BjP-i1DhfgKjlJdf1qT26cWnHrjtrXeEvZo96Ffw,111,19864
LzTYIezpB4keM3xAgkjtcPBQZDa3AVWv1S8CKxtfYwMlFrI,107,117202
o9ANjRYNooX8SPXXPQ3UxP5NVdsUQp4mgOOenlbD1JYX3l8,80,9544
8_B7ovJwXAF6bqoPAZ9mx5npR4mhR9fZ-pwr6NybQq2r1A,89,3822
oPKh5H-1WdHnWHTW6zTXdRSYSWz2helQZH8Px6L_Ey3aOKo,110,21581
WhFORKhC0YIwbemWsHSOnHQl5pU22sQw-OnYNe9JBjUaMA,24,71078
ph913lFmxlwsBw--2r8iZtGO8tv9GCXxebg8t_ZNFchZziY,64,13488
D3d-6UubFJYO9T-LRYDaJLPxsRi8MupDgfkMBSizCPY3N60,17,401274
nyi0MKI_X14ioeTpuG06QDzv63tmvB6TA_U4O1PauLMiAuY,51,94856
NmaOwjE9gE_Z_zCFPSA_U1GPOTfcVAOp2xp4MbUAHJc,51,117438
8xlxGR-AaRp37DsDWH74QzCj43XNTBDF57r9hVtgk38FOA,13,43344
6vAp1BiqLAzAtNtyu5IwEW1ApfJ7KSaW0CnvCo8lGtwhAA,10,4851
cbkDjxn_fm8w4aPj21IFGDmsLIp67-giNku5EswS7krBmYY,498,76108
KK2eTnvJ3_iqhyBzW-wFY_Mcv4ASCjMMA5bh_wOun7TXXH8,80,7467
qJ4qud3_MvLETovxw_5R5gpcL_bCwhNHsSY4syTMcRhtSw,25,9407
06yrzqL6sVBaDvaKl_lvPV1KtpuGRYQbswxyUVtI614SkQ,86,61231
Lwz5qw91hive12_Fxpd0eqVgG-xWAKJkJudhWVZM32my4fM,64,353610
VOM1izvfxY4aJaNlZN35aedYAhyChRNy91idTP7Sb0gS6Q,145,86405
zj4EsoyzqTFaLPWfra7z_RAIBtvETy2PS7dHrmLrx2VQaA,53,9103
reNiGvp1PXpM8788VuQLj2O-_3Kycogeku9Ii2zeKAI2DQ,145,123937
EprPE1-GaCNFp9Wi9J7nnJlU7T7k2qvWWx-48pSgyHglcGW0vAk4YJ20,121,55432
k-U4XiBs2JCyvhR7y2lHeasxCUhUy0s22i0OEaGCyBm6rw,80,11304
sJUw_IWL3sFd6EP5fMNxBLR3WGc_ZM4cBYwCPpI9QKIsChg,104,1050771
_I2phjQDkhKwNZfL0G5w-AxGCDy_SSeo60bNoOLpf8gPfd0,236,131435
rsFiBTDsjGSp7aLbyuRWX2gakNcxbdYqMUZW4D3_UZLpH6U,41,1843552
1oEMeK2LSLGgDd1DdTJMECaQXRso0u-5vKcDUs__7qQ1nzs,16,15783
L7u3hZpB6O0DQvk9CzsPdlS1DP1wTp4x-vLa8m6VABz_bBuch5MA-zhN,134,826
fmRqqkjDc3cZs23S0iQnkEQkwqdaMAGtUqpDKEdhv6zRBcQ,114,316392
0TngAJH1aPF6dyBrCd6FovMxSAb7SH587TitWARL-bg5QL8,122,213999
QP7-6kq-e5gvVdqD7Ow0ZZIAwnSNQiK9uCHmCn0u-IGW_xWV4zornmws,84,482
jm9LVywi2Zm182zdKIXo-C3R8_i-WujbE9qTbnADgSv5Ow,555,17183
MpRQ3BX26Q1CjONzgHY_WM3P77NofYYovvFmfcai0xiT6qkhSMTJjsrb,163,19595
F17Kl34jZj-Eiq3esHssji8EvepQdadXdachANUrm4KS8e8,164,223726
I8qGJW0z_Fx1gbOAQ6HP5sxfs5NfDoFRoTLv-l_-pkM66uXe2F9tCbug,22,13377
chXIa3a_7yzpnud367j-24TuOQeXD2buTF81r_Q7p7mF1g,76,166628
7XJLYPcMKtbxYT35WVTU0w0nzzYpzL9zACJTpRWkLyAEcEc,497,216048
VDEDjMAuwr-VzAmf18uGtXxE8qUdvZrnjoaBBJPWem-Ppg,72,11909
o66ub_FgySM7n6b4JDUeC7WaU6jpJeSRVCXw4FkO3tHxIp8,89,32699
H9TNDqlEV_ujFiB9YcEXPlWTkb8jLRkGCdsHJOU5rdsIJA,12,76923
Ae1YoUueL3PNc1V5WRbOITUj55qcqGtaTomZSY_v9jfc27k,145,160347
AgtjIs2MpQj2r-qur-U-b4b_tqJETS3KuI8xQsdXKGviDgc,105,258193
Tj1GS_GdGb74pyWJSH7I_qXtR75gG3l0UaA3gQ3dFWDRg_7TDzrT271x,92,402659
oZ8MddjU9vZJzM4xUWJtvJfOSrX_W5qUTsihx5940eWGiPM,19,618024
103y_BzYZK0qu1o3hJLdkDkOCc2LtrDm_-xRgnFYwZAW5zY,106,4195
iIGfKbtLl8D8V_BuXdsaYFbOLCKvsSCNFBR50bxRItr7Lg,21,975222
N10gBMfik30jLC8DYtp4RpDxey3OpmM8SfxPbEYCXmPLaA,18,10368
-Govugun3f94nZVaYa6Swmcv7kc3KmXE0OTqzSEUlqUz9Q,2,14820
slXqF-XqBVWQXTeM9vp2sZXUzX44u_hzKxxJ6A9-9g7mdQM,516,404624
4BDCJ9dSV3uDxT92nZFrqmJuPtJhIumm3ZfLznEA2_k7vaw,86,103548
NAnd3qE_C8a6TniJ8SPJFP6LSIvuoia8Grn5VJ3MopftcY0,54,14156
6B-_tn_G_-HNCea3wAOvOl995SNAgpLycaZKwsXL-sRjYg,498,149516
UqnwNchhX48fnMSwxv4469B1F6dzqH9QFd7VJHnE5UOcMII,112,6867
Q5xj2bSO-F2_arU7Q-kqYlm0Qx9YXRLG2Z-wRsoKfM8mJw4,22,51757
KIdA9b5AQ74hXaBtorz4vkSpyzVM1XefWVfz9y_fJ1JiyoVvzMlYP2uK,5,22659
k6S_UCmtyIciPxBXQzykpBTQhC-NtslcVOlAR2GwM0BKrEM,10,14298
C1aRvjZRUFtN3DrTqViyjWZ9VXONCHyDbHNhCHIInofVfg,84,83901
EaEJF6_lW-vae3wFFsvAUJJkireQpXv4n-Y4Vpjyn_prkQ,164,34017
nkBALpILXysC82slm4Ehx69C7DqT6AWAVtUMsqM-TiuhltU,145,176016
YdPYfVpRVIB-kZqG2OhVO9G142RhlhNMQebDmXpE7g7bCw,32,1395
ctQqG8KaYgQOCB5-YD2NBsmw5DUgE2KTOUFvs7AenBmI-DY,150,155197
uMg5GDIk04_08MX5Oo1d0yF7y0J4WxqIRVDz0fMN_nJd7Q8,10,8988
wBQdz_6D1HSX8UTsPWzOoWlDMmfaPEk-wLQhpW2oMxfLWON1Noh1zW-T,145,69658
EmgPLF_WgnrI3rpFcrLQaGQ-8iSywM0IYQknmfTROWMowA,36,17842
uP7nuOZEuU4S_rNFCnsKqWTQ0S4T7v3chwpFdJxB6B5EwA,36,49844
CGX4EtDtScErvQZfYGBVPyPAeMasu8I2a4G9kQDDkOsDdhQ,13,60741
YOGaXf4Y1lU81sO1xQ4MNYJxpHOac3Hqks6hVISWZXi2BA,43,78016
mDZdep-iJxqcPavTjjqj6SkDbGyDezam6eS_JlHrUC804RA,39,11010
uMovUIiZpzX0wZhrKV97tSTyzaYUaQs0CWLNY77Nb5iV9REOR7gnd0ZI,7,8096
S5jcJSIZzqdn62qZ0mn4l12BONos_94bDwEHU2-_yi-mkA,84,68109
iKiUsVwUWVaEkvroO6j36vgHs6-fo_PA5c-Ppjx4ImZHZn4,86,8356
MucG5VBsqZSgEQdGxdIw8LC_cLNQB7wr6Jf83mAVWRiSEg,51,6862
hZv7uH1-pKmkUKAPxZnb0IAvjTKOSu066Qde6nQhiI_TyA,154,194255
cOYvIFIB7wavblhr3TBeTbptoDbKDhjt5lwNWqhevTxIPTM,86,35174
U3M3Q7ElOasK9ODVWxx3xJTfa0DGB0FtjN0-XvVOMxXxpQ,11,8069
dkf5BH9lL7QzbmWk7B9nE1X0tWP1XH-tog0n8Pto8HBXZg_BT2K25eT4,18,3315
SIZjZJ3UXbQ7SUBoHZx1qLspXv8NIbWGb25HGR4qAjiLwBQ,86,101641
gIg0VxOEZ4B4Sq5BbGM2vZ5lWEbkbMTvs-pQSYbnnxOtgw,9,17942
5gie0BPcjkJEg8eSTS4JsvbQk6YwAvHpIcdR-Aj9fQPoKA,203,33195
DwMr4JKXkTDqfL50RaK_XKoIPIZk6cEmDsgFkQecrxWvwmGaikEL5XuX,163,4957
4yAn4QIl9gB2UOc0CFnZ7_gQsQYHku5pUJRnFvdbZ4xFjC8Baet0qLEn,42,36886
b9uMfI0z3xOOZ37sRQppxcfQX9Dpxbl5-mSKBs9jmS1-i8Jh7Pb9oKaz,421,80750
IjFooJaeObB2aNTYDQA8ICuMMxDmx_ebJqdrfNY7QPsEdQw,267,38921
liTbfFKQMBiHh5sZoobpz17czpy92gASK7CQ15jHZUiXAoiyAx5p4Qhk,30,2674
oeZeHDCOIh9KBQBa2JANu3Mma5yMYE0h0cddTMIibKYxrA,164,122320
jMCVFLQtHOEH0Mob1ghHUFCo8S-35l5miAt_c1iTIWoK8w,22,35811
NUG8t1q-PeXqe8uSvGWXjhOowJsG1Xb1OaiGAmstdVIeXIc,9,8498
LJ7uzhEFGKlSbN0R3sraaRhdPczns65ase99WepsXyl2s10,498,55756
IA41Yn0Od-qXexWKny0NmO6k8_xL3N7RsK470ohmZzGvjU8,74,39020
OTcWBYb0iLyEQZiQKcpq9bqYFIg_cR9GN-pOhdqFJYM5TQ,236,166760
2xWRDjYNXWeUdB98i8rWzc2vt9kmDHz4yYVDF8GWmQAvWQ,18,5246
6kEnwIpOv490alGCCndLeFsAW_KdcrYB-FNJLaAThK3Hyg,412,206655
hoX1AL0wYB_rIufKbKGMJM8dgR9C_JXV1u6kYFdqII_6_g,84,41187
jMOBX0sPHAXbta1owK9zO2sxrQo0aCmqdyYrimiGFG1MwA,92,71596
mboOfwfwWpJ4Haq8H-a1rKZCa39popwysKQYrP2RgtcN6g,91,102767
-npGfK4Uwc85gjSkuezvVUrWnJcRJGvzVFn1LAULaszDnIA,10,71154
eWAJS1gZnHG-hUosbKJWiVRsxzcfmEEvXb-KzCMbeYQt3g,13,50521
5UqAaxLe-QGazH6f4BqYrceZWbUVKiUrPtedeOtQX5AnIF8,7,17676
GaHnPAcejDoUDph3Fdn2cRpQmgcYAiSSi96sk6wnMonL2g,29,141767
b_pRcCgo9XsbhLFci4B1LEgeupu5tRBeO9YsDnyDxnwxiw,43,8997
YAdMuDDo0R-oMpVn7WmUcnhRp9995tn-Oi2ZwEkopWKqqg,44,12388
m1eaegEnb_X5-JLoNcfPoytJm9p_q35A15CWjV146WCjrA,497,56902
U-Nj9CK13R3Fj8NdluUAJsxwH6B8raGYDPzTZs4y5zLMv_g,202,558629
AzgbBXd-sI5-zCCpS1v-HedeHWfKvDpqtFxZqmzvvMsbnYE,82,82785
vz1jVmV-5m-2lNdw2DkD2SDPGdlhXQF-40-W013XOS4oqZgDTfGNJzCc,89,7300
TkIRrDu-MSrm7W39j8mkF63q88d0mKffT-oZO6tFeDcA-6k,107,5822
1UIZ7YFfVkB39SwOXxN-cI1OPScnoJcaOyFbUPhYnib1tg,8,325
oLTqY5J_nBbVtLPkF32FzR_P_G6p3FCEQh7Ud5wedceqtq0,111,182435
zfLRLYc8QgECJblsMrA6jwl43KZNQMFYjWHytwk47GJSrC6U1Wj162bG,82,297
q2jNoAwlM8jsz-JSWc4lvaMgHApkogC6gRzft_z1-zkEaw,86,19441
9QatsqOrhXcCQ7bGI04JqB3do77X7mqwQhLteE9I0Ea7rw,9,10260
jWLam5Tq8bhDLXMHXZdHm0U6NuLQWs-UYEOqTTb6DxnMfw,133,35498
wee1cMpLWiINI55Ks522kak4Dk9Z3Lmew-IHTvZ8PQcxJt0,40,397570
6HjPSuXm3bGRDj4Rxxkz-hgXdxIN-qSUGSu_IVW0s_-Lxag,51,8352
yIxqyEeXG_W1smJOiDTWAxS7mfPqCaxzmVIVVQ4SaF40bw,80,2699
bjDsYYC1TwcjnaCK3GdLx-3vhuW_VjTJCs8zTwOEeKJcBPk,39,61532
QdWanKS05FFpEUkpZ9knuWh2LuWHmSeVg9Xxi3ATi-xOW0RMMuZXxEJs,421,81565
iTAiYc8mJf-LDcIx2rsRerB8LKRJkKR7Yu_3DS8kSwE,145,18322
PdMGH43h4T-DiZfPVpZzUtud0BPmtbglfX849VFY66k_G3I,498,323461
a1oXEC5oqh9DGLLT1eOhOJNKHFgNhGvVGmNXJ4c32DMEOTI,121,76127
SCBRCy9sSlmj751PNVSJOBxZZw7WxPXv-UrmFkMQLHl-nQ,82,53551
UOo02YKE1kTRDlztHFOlCnIpNKJ_GhR8A5-cIgZ2dyYUCQ,53,247080
kzmGACpHOn3Nh0q2uRbS76UoMYIrPmv4Vdi5MUmfVaCWf0g,51,452
nP_w-oehjziJgiL1_N1D3iSad9wMUaKj5OzxYGr9cMNW1-7fiwwYFsE5,55,344025
aAlKSkNPvCIlMSK38HVNCued7LScrenyg-HKtDOly1GFyg,51,125994
FhE8EcC4oAtmCGNRpCwpq8CXnHx1hT1suxOvnCU7rqmVWmw,41,662838
5emOjV11JcGpYJ6mSL08zcyZtbV8i71MBBEn4CaNqsyWuEo,266,47589
Fu2xutPtfZ_P8cdDf70XSKv1g9GAnUY93UO3tLhB0rlJag,246,20796
9nRDTVRBt6l--Zn21h6dOz9XHzlrKp0z_wfNERCTqN2NnTgTLsiHZUTZ,105,99584
VsHF6DWKqP2__Db-M00_zL2Um0Dyswm582RW-7BY3AIPPXk,76,62510
vLTx3ATz9MLmn0YW4vVIMBjKpUL_Sw0NAXiRgU8aMM3sRQ,119,1605002
bknxSzn8l2HHGPQNROQkfnVSGMUWPQx7lz3YQnDZNrsVRQk1uW01mBq5,51,171237
iAWj-pY8-snM-1zvirS3_J4c1r_fOMX3T5XmjgjB_1WpZw,555,141746
jb8cBq8Ut3280Y-RyZOmuU2cvn59DbQOtkZfEi5gDFfmH3k,498,16120
DBw3i3d1RXWZ-1xUnYwulIpeDOKSJ_Ii2-E8bLbzLq4DWls,42,28856
m5t9vrN38m0AxE2rjsNJtKB13qWRzCMqUm8udKkyWUGXi90Aq-zrHgtu,36,2600
uz9fZlP0cKDhwj4APMMzERwex610LGh8B30LoljNQMTXJQSK8ctxwiFx,64,73643
HjS_WW9LPDjUl7kdgkHS01_p6sEMc94QmSnZex_VtLTVqg,16,152893
ONGz_h2p3Gd3YDsAwvgvaBxVFpBnVvhaoqptdN_2Yi8o5A,10,16068
NcZL9NgPPGzETjZO7GoPsB-j8Q1lJI0-DdzAO6NQD3zGs1k,30,63614
2o2hkmt1gdF19sp-ysmz61MDPl_TNGcDp4XtM82pNr-ICg,136,655433
-IfLabps6obkKzod3rwUcv8TI7O1wmqRRdKFLCVOsIjPetw,53,183982
Bb_baxw-Yd-pfNjQM1dBP0szX02XtBbU1HDdxRxn7x3vMmg,80,30435
D-E953nBmM-tFh8dnyae-rtr11uZTL8SezRtPhoAai1o6Q,74,24598
WNKJJwOD4tuxnZXXPC-wB7nn9FyuMf2_qRust6R6h2zugQ,122,559096
coIwXjFiEWYZZgWiY9TvE2yEUU4MNYE1f1Um9neZaec53x0,238,69646
jMcek7wB5aHN0Jx0zeaFT_fN3V-v2yRXn-EiMicmm6ioXA,133,5187
0Ec9N-gqnWpXJRquJnzG43GX57GHnLkj4WLEmHnkyE_WwoU,64,825364
MaOBmflhZvAplJJeWMnP3QLmXNpu85Plk6RshUMq5LPJ1g,142,241678
izzBtqyCr_nmqb418s8kSdwFvB-pc-bIcYrG3m5aR8xfzQ,60,74972
Yqk93WyQPejdcSZdhGoKrMAkXv__AgOj6x69vt3WM4PrxucBT81jVu0M,498,20225
-enzJdkmiL8YaNteVcYDzdRCR5Qp4nJdr0Ul6pQGmDHx49U,164,1834721
qIHRY4hWWlVdC2UXMGnagOVHERuv0jcGzEHG1IrttLZ7PyoPEXRtjlQt,68,1418478
QiB-ZWhrmOPxzAvqhneS9-LupIJIWTtkOYoHEsrWeBX4sg,12,34560
MucG5VBsqZSgEQdGxdIw8LC_cLNQB7wr6Jf83mAVWRiSEg,22,6157
h8S_i1WMEX_NoztBXZ3J4xc0aU-LrqcJKVB4_7AgWl81QEo,2,626534
jl5WJg01QJI6SQR0e7O1tQtoAlMiWQeiwOzFHtBQCWdIUHY,64,409661
3cf9ZsnFIwr7LCZ0GOxuq3LbmGGYZcwmDb-B6E8fRX2ChQ,31,38170
aTHCuYV8Ava6Gd77Q7_RIWyeFoDHCixP-LkOeeHu-kDKHQ,143,107350
py2I2jDuNuYEVePtH2s7BElBJMAXQPOmCJgzKWmpnGfvJbEaLrdSlExo,64,6880
14SwY3FibZ5jHC44QR4j4VDzkhfAlddMpW1K9gsFFJ8ZkZ4,61,17698
K6Evk4BjP-i1DhfgKjlJdf1qT26cWnHrjtrXeEvZo96Ffw,89,9506
ZIJqRRFsGKMVQ09xoL8qTH84mvmP6eeJ8MRrXb9QbLNaSw,80,671391
8WIJWEY5NK6AMz_XtGK9AJUiBvE6saWqzXuK9-JRqabGDh-mLiQjTqJ2,141,13501
wRbZr5LrJOaKO5xf_FCaDib26MkskfxDIY24Fy-0Yc214wc,43,4272
OptXUk57uNU3VZiPKa4gPwu1lOrM2K9dhv7uS2mjy_i6h4E,63,16489
ahYIwHLtARVja-B6OIa5cFWCwSVWQqqmD_R22TOQy1p22lY,498,2192
JONKOdh73mNfZ2pIGbK6-0DB9xDhvtHNrFoZ5Hw_MIaP1Q,104,44981
X6ixgtvsmpYu1EIAwVmDU1Va6PipKNTpR-XyfnmPXR9OYYI,43,122832
ihTkVkW25bnOZx6pw_9DiBBfSrGbloWBfn-lbD7NwTJLGA,23,3719552
2wf66IldXMb1qFwsUVUHhtd09E3ZetYzmMVEgCofOUYdRw,76,20541
O7Q7U3jjvd3BQdYCa-Wzxb08UVgyXrPpKTVb8VKSyTD7sbc,104,82439
VdEcqkSa0yr3LHrUgsX7Nujqio1BCA-p-kFlo3efM0clCuc,222,4425
TrwWHo9o7xsP-YH3cpnIMtEcomWshAV-4p5GbUK5s9dWzg,38,119386
P70G3vVz_XgK9Wa5Y2JDReE9KFBtz0dDlskj2u2GkHclmjc,91,1580191
kzmGACpHOn3Nh0q2uRbS76UoMYIrPmv4Vdi5MUmfVaCWf0g,104,21945
m1eaegEnb_X5-JLoNcfPoytJm9p_q35A15CWjV146WCjrA,26,149782
RAAeJ3_SfrQ3mPlzRYD0RfUJAYQH0IlEjHQo9H6JQnfprLM,84,100402
5pArTpIG9xX7iwCO8dlkxvXTozKwD47vnLODNkoHvHNWgw,157,1714153
60wvgPyynf25ThUbgjGoo1WSKrXvHfoPVOrrGK4CNmyDHrY,268,1194405
zliNuW254mZmdTd6EfMigvxWpPLDe3ygbOgNk30cLjdM-pA,10,1955
8jXsuMWR-4AAho8nZXy5j4zrsgq3Y-Woc_M8qpPA_RzZ3g,98,54504
ZDOSPsidx4RNl0R2KocDdN7IjKYFPRkwuLZbKINu-EZFxgw,4,19911
9TFNZaFiB6APqB4z0SGR-yUAeUHSniSS0xM3GoKlcUSTK0I,61,1487661
D23hyEmhnrSb9REEOA8V9tbhvbUIOkJKBM1kKE22tmdLpu0,23,1530907
Bd6Be7UO_S5Bli1RD2xPHhYP0f3EuBe_js4Xpk4ANJi3DQ,18,173064
jQxxNRQ3q_u_-bbW_S2gFt7bII6B6EfwqmjuOyH7V0Yqhg,497,86164
Bb6qPpUuLV7JT0QE-NydEiF4-EC_JuT0DiRWHTxT-AYo30g,238,2304673
uvy-X4pNms8Y34YfsDfE-K-EHcR3mYwwkZCZfm8dqspjMQ,51,95319
JMuKKCcIBD9-7W2vmUIPsvsRk7ZxyR5a49qJuA5V9whgbg,22,29992
8IciepmIACFpi8-3t9zMeOk5kPJbOJZtD3WNKf0_egjhlg,236,109036
fULofa4PtXlWX-Rj-XCR6egEN9X-hkkGRKYf_98OBEOonw,82,8115
ySD8q14D2QcLgfcFJFNVGQivYFbRdVlQuu-wEK1RBkB1zec,92,328305
kWpNhOUR839-001nkCQW2kXX7QHY0ZJnRbGsLAuejDg,266,236084
abr4LMSRIDcZjsK50ltuAS2x0PmEiWxi3YPElr5CU-_-ZzI,157,2768678
5fiOCJa3FajOwz-3sHnwQpUPNy0H85d7lW4A3NVsUk_YNCs,2,61810
D-E953nBmM-tFh8dnyae-rtr11uZTL8SezRtPhoAai1o6Q,2,86093
JIrqwAHlZyq3bhqOxrMVphBToJFn8VsA_hQX4HMu6Pbcag,498,206882
Azw8iqEQLQxQkC1aEhz5njpheUT4n5GNzWujONU6DvNxX_W4EVHdxieu,51,49045
Rgg9C9A7EP4HiKjy9dCOImlCvjZUF9xfQaF7sAYYMBhrwA,51,2601
HYcyLCS5tDMt2IKCK8rYX2mTStmLTkaOE_cTAwolqdgh_Q,51,286528
Qqvv2VH-MupHJJAJxsQinO1nRsXKi5Q4OV_NMNvORtGPiA,145,126610
VOM1izvfxY4aJaNlZN35aedYAhyChRNy91idTP7Sb0gS6Q,8,18124
BOJnba6U4Uw-X0qu7KgrvqxHNnOvG6yeOexo5dEfigbSEw,79,21321
ztJBdiAdLzQIPowCjDblft6_96SjJ1-SBH4qn7mFFUQnbkb_iuH5djAn,111,10611
hbuozcanb5ForVz5VzK8EGSE29Ta04Z4X9QN-D3vFJE6Yg,10,3088
yEx2_ix8YK-yI7PGoCqdmczkhy_edj-ft4u6aUo6HeKsPiI,432,931849
m1eaegEnb_X5-JLoNcfPoytJm9p_q35A15CWjV146WCjrA,111,44314
khHYKaei0XZtCwwvQC3RbziKuEZkxyYE2L5rBBpXPxXF9Q,201,59309
l-_YVLhWDeRPy0Xm3ZVJU4rEazFUlSKwwbYh3FGXEDqfPnU,240,7770
Ie3QGRg5v6odh6VFumykMY-8K-EtVbG-M-Pg7PRBx1FsU9M,121,747331
lGIWIARhwYwUNVWG2548o5HEcDYKznRNBbe2kifReBawFA,518,372390
hxT1vW1h-0-3ZNSy9A7tjpioqU0DprXyUbtF7orUW8f3pA,41,434052
aFo7ucdV7yjERUqDjNZU8uF6f1_mnvlFrtQ9V0bTZq2ZTg,497,12078
DBBC81Gw3G1av82aVghRn36EvPYLf1YGNzOUaQOvw4gwPDI,43,68333
-BZNhWdgyJY0kymbapOhUiKh5nImPpLdvQxTTkwdt3b3wQ,267,16579
dwJcjSAVFN29YeIsZ3ZHKO3vxrEeJdx9BH1HPAzUgqcpERA,161,169546
FCKCUdSZ9OpZV_h3VPoCuS6_WTqWqRyTICyNEKGStvUvl2A,498,15056
aFo7ucdV7yjERUqDjNZU8uF6f1_mnvlFrtQ9V0bTZq2ZTg,53,35908
mmxIn1lFtZB7dKgXqp_7q1oHQfUqZz2pMJk-TfKNZNVIxAI,69,266484
RhZveVH6lTj5Jv11mOlnzLt0rYA7lS5BhAwjhb1CRf_vQQ,31,66633
Du9JVI9O_qKSCbmDjAnR3CoQS7ODduOxr_GhC81vr75vaFU,7,191640
msFoa_kFRcSOxkBFBaH5_aBFSC4Of-soJeYCNGT4rSW5QA,266,58593
HULSgGsYdWuW_mXGen7DCTHpuZXr-Veeg2ixgTXsH1o9994,432,397875
oQMI1DNvkcWtzsYLmavb-R9bBrCjEHEhnU3SJ4ktYy9qxewgJLq2DuHQ,107,146598
akLaLtKlNncRSlRe4dlMSXt_vgCVCCNsF8M1GvQ2D8UQnKQ,80,59744
D76Pk98Fomkn7Hv8XRe7XI_QZxkn4kaluaOx9tfhOM9qrQ,236,139261
KK2eTnvJ3_iqhyBzW-wFY_Mcv4ASCjMMA5bh_wOun7TXXH8,86,68690
N8yGTs8kQ7ZbuF6BkjY4l5HPef3cXcNl6szAAaQHJlN0GyJc7rysUVjo,30,45754
Ntu9SG0h3Px4vhvdbqrMME2pz8It6V1ILQEAaAfaSN2uYg,111,33808
UnnuM-9Co0LuLGTpSo9XjD-vDgllqwes8GCDtUZ8s2jNGg,111,49755
oPs9UVQ7-nHjnJS1mLEu1qczcDD4iBdfaeDsAiZLiCBgSN4,51,411407
5WhqkAfwcC1_iU1hU2NyRxTrWfC2GSqJ-qvLz8QIuRVoVlc,421,328980
YpB-pf7BJt9-w9FBc1nA69GWdHLY7BCDvWiiAG1B7EhgGlEsJeITzr-U,61,432517
NsNUE0JYMNARwNhhMT4HAvKjISraMRbpUchw19JkN_YYVDM,236,48650
KT6cIxKHJzmpIe7Zo5H3t4FwX6AMQ_MZUormzV28Gkvy2A,240,128686
WNKJJwOD4tuxnZXXPC-wB7nn9FyuMf2_qRust6R6h2zugQ,14,220358
38VExXtA9Oxfnt0XeYETds5ZiR5OySnR7NzYSeLaXS3Uf_Y,145,97392
bjDsYYC1TwcjnaCK3GdLx-3vhuW_VjTJCs8zTwOEeKJcBPk,38,62885
6HjPSuXm3bGRDj4Rxxkz-hgXdxIN-qSUGSu_IVW0s_-Lxag,236,79843
CMbKd6pni86R_qdc-lOzfmFCmsn4-14HMs4I2vjJw4lhpBI,103,66036
SCBRCy9sSlmj751PNVSJOBxZZw7WxPXv-UrmFkMQLHl-nQ,85,64096
XqluSEhneZRnTTvUNCYn8Mf_6uwWXpZy2t3IIkB6sx7J9w,98,142821
dQTpsuilLUf6WFB00Cu_lYarOOZgHvPA1qAHeeLVja4emd4,53,27085
iDYY6Qvxft3yAWV_jhMkhFoaM1utLpCILKu5-4VwW8zdMQ,4,4219
7oN2bw5d2UbV01bP6lZXzlzx-leGPJK3zmvgrg2HQhXt7w,8,23022
14SwY3FibZ5jHC44QR4j4VDzkhfAlddMpW1K9gsFFJ8ZkZ4,80,6847
akylMRM5Nfifw-qnpzxPUIaotk7YfE9UVT0_kIm7AEGR70Y,53,33946
WgDMGsg3CJ3sLxJHFAxZBqj628YJWbiUcLSYCT29yg6CUlo,89,67583
-gtwQErMaFU9yS1bupdrIXdgDff6gz3iKwdIV44K3N5ZGQ,127,36002
pfC5iGW9YyNZTWukgASP9e-koF_cJoZ-xvf3W9jJGpgy4g,134,27622
cKIXTV2lQ6Es7aoRqBZG2MU9CWLYZZP0lfhJfgP6wbDpMg,240,21601
M0DMHZTTBHRiM5eXaKh0hQf7Z2Goyil5APeK2CIesNKwgcclTdvc8fI8,79,14186
88vbFieq-J6nM9IUsyg0GhQ5njoFeohDhWUSD9AR6rTRNA,121,496762
dAW36l8e2VdFYEP8ccCtHf-0T1m4ezQfaynvLst6SID7Pxo,13,27116
GM9JJuxWThOt87O-q5xwaiQlHgy0TGvI2fZM8NwQxlah1nKYQzwBD_xa,134,1976
QjfoHsUz4d744tSbxGjAnNlmPwbZGiPVcKsVvERtZ942pLQ,421,19079
IA41Yn0Od-qXexWKny0NmO6k8_xL3N7RsK470ohmZzGvjU8,51,95617
VOM1izvfxY4aJaNlZN35aedYAhyChRNy91idTP7Sb0gS6Q,81,153569
PdUYmRRRqOGBUK24NnmmUm7x0Db5BNZ93WeXLuaQv3Ig6iw,55,221673
HCQGcz8tOFKU9XKCr44FDQkGh0TcPAuzxQi5qXl__jSYEjs,60,1060
