summoner_id,champion_id,mastery_points
3EqfqxMj5SOgl7euList9RHQT5NHr6QYaSBHfVub5Kpz3g,77,1285257
BHpUo4gXIyw9eFcNvHUHax6rG51Cv4UMIoyWKB46NTCv-YY,54,4119
4C2s8L4CgLv98vjUqKOM1I3EecZ-pWx-DHRvLHwz1AwLNIF_33SFrOEB,92,451287
ZzB0Fm_2ayE1feGHw76feso5HYrjtl6nv4agycJXlLl1YA,246,4236
97-0DZwfnVB4NhS3pmTTR7lYyFEw16dJJnoZI24otzk3aN4,246,2043
8rU9TkQWrDuLfr8n4TrHQ-7c-cJNqTikcxQ1vNkinaLrLOI,76,77894
oYzjj2n6gFxdFTzGol2IM1BMQZesMm1mB5B2EuFjQRWS1KY,254,844744
pT021iLJzRfvWIgjtzQ_JyDnr5nQThFcu4vW0h2yBwDQ7g,267,146486
IKy5oBuGo5ND0_TPS3jojcUV8T2lUz5KM29aS4OslFtlMQ,161,443451
jItKhQUudliuV-CQxG9pq9--gTaJPe6XvJShv6owH9Hjjio,61,135882
3ercuP0BGIrV8j-Z2OFllj2TMO7JzZ4PAnZLWVkbX28YgOk,86,9286
ibqJ-eMP1fabsay6TM0zl2QUTDUdqLdTEtUIA4I_CG4d2us,54,1935
E-BS1tIIjMJKHmgRsZttzF9vqXF3tZl-mvTY3U_hC7eAR0R3_4RxkGRc,45,4526
80ydmGUE2LfK1xcArMZ7H7IvVtsivDR81VbBuFv46XEcWA,201,19507
u2g9mAHYJb_zao5mw2r0E1IR8tiOGLk9-hUpr4XsYRerRQ,412,496263
vLTx3ATz9MLmn0YW4vVIMBjKpUL_Sw0NAXiRgU8aMM3sRQ,555,959
9oTG_tTGsV0dLCugDIRLIEMKf7AlGzvQ5jElIywvaQYebw,145,7806
sI6olbkq-t3UGD_sjMoyUmzG6nWw8KB1Mb7ndfXU_PBfUg,81,347453
h1BSjq6J7bUyIXNseMsjzvviBSMfppCq7OZ6R0jJHmiFWYjO6BjqjGzU,163,5217
F__ZgsYidsx3qw5JixAQb3d4opiLRx7x1w8pV5vs_sM,254,1288803
HmuB9G_bV_mveuwZby9DOunv9en-r1AyNyR-lYGk2Xr6Kg,127,13342
FNJee684NUxT5YNW2rDP6O8dwQK5ssfrwyGW-edqzTG5VA,145,5458
y1FJmSl6C7qwxCOLn_qa1OfF-pIGaKivVZPXKADe8na5rw,84,6066
2hG1xKbtbgxE18OkAhtBXIE0c4Kl4ouJx1LWnDL3f3pkyye8EXe3GYtf,1,34054
zj4EsoyzqTFaLPWfra7z_RAIBtvETy2PS7dHrmLrx2VQaA,421,10500
ta9Rj5ryHlGLMdbiH4wPaVSlLP9Lv2azJe6ChuJeJVam7A,84,100184
-IfLabps6obkKzod3rwUcv8TI7O1wmqRRdKFLCVOsIjPetw,57,24351
nMqN7ltRhgwYvijWGuBuWrGBn6Zzb1o3qUv1W4li7wqLka0,240,25135
klKttIPPNPG0GjmBJ-odEeh7jAPd1WT9tCv2aeeRyuwvRuA,64,187100
S-SsDYZIFNXRJZ7RGt3qelrvLaIzpG8Tb7WJOP0Dndpreg,34,269686
kZ1muBjgGxnRJqiT9ZGtXE8jHJ63j1yo7xjP89Bx7lDlnbM,81,87474
6HjPSuXm3bGRDj4Rxxkz-hgXdxIN-qSUGSu_IVW0s_-Lxag,145,45458
HmuB9G_bV_mveuwZby9DOunv9en-r1AyNyR-lYGk2Xr6Kg,27,16869
qj47z5heM-DhyAh9g95xs83sLVRAH5rUrQFW4fupPN1ffgA,107,449354
14SwY3FibZ5jHC44QR4j4VDzkhfAlddMpW1K9gsFFJ8ZkZ4,13,26197
payg4wpsJEIH_dNPge0MCyQzOJvoJrExiKxdIMqLo4oK9g,13,94167
JMuKKCcIBD9-7W2vmUIPsvsRk7ZxyR5a49qJuA5V9whgbg,51,41379
BHpUo4gXIyw9eFcNvHUHax6rG51Cv4UMIoyWKB46NTCv-YY,157,60704
5WhqkAfwcC1_iU1hU2NyRxTrWfC2GSqJ-qvLz8QIuRVoVlc,30,26155
Nfe3eS8Fu9nkSypvGEKvhHbUDUDc7Y2mlXGfC5iTxEXYmfo,20,213319
ZOnAjlbwT7fGaa5V3gRFJ8F-ZfDfV6BYual-SKKCdIQ6yA,82,32915
_vIyjyMAztqzQb-GULuZggNmNJpld0ZZn0aiLQ7FoYhLlQ,122,17851
UpAaNrI2nvwX5IcQ1uHDjrjDisw6LN-JbPC3d9l77lMk2A,163,43721
EymiYu83LwoG5rKehRGj0q1TZ59q8d-DHljbTwMmhEgR-9UQlBjk2EfT,10,3580
5MOO8obEeZu3RYeSsp3rLFFzuQynLagHfu-ln0XdhdD0alk,82,87145
_SIuzRSW0O1HLpSEN1uhbqZMi82T3xx5cCsoj38o485eqqeM6Duhdal4,555,14490
Eq1weiB9Usm8OGHnz9QhlssbpM9cEaMbKW4IvfKxuLxLcA,18,75173
so9yzLNA7WqBJK1JyaFaLHXsTDhO8Ae30SCZuMcnL0crU6E,8,70532
C8rCW_yLdphXjW5LrhpEwDTmjJRU_9xsjl5GL-IyuH7CBw,42,2227
5VV8tISKnFfB6vezRfa3QOlTnutENWuY4pjD9ix2zG7RATU,432,855910
Tt0Wr9OVJEanHDT8TZHzP-rK4NpdxeqW7r2rdeFHLm2NTQ,111,33026
NcZL9NgPPGzETjZO7GoPsB-j8Q1lJI0-DdzAO6NQD3zGs1k,76,43222
h0mcWeTgwt3t1olS-MCmKzrqc8tI5wwX2pCRUzs2j7q_vQ,246,26679
JTx7xJVVoyPgbnHckgn4VkhXtL8xbBTJJr1gnEb9CZ12cZE,22,51812
irqRLXshs6Rpk2hkykfsIzJpgpC38C17DcwDgoE1gNNlA9k,163,38827
uIANprv7EZGhcqvkoEec-ScRaihn6kmUWw7sB9ghoNTtaiA,38,453497
LT6PfpAcqoXPLIkEsfvPKl2tWsbTrwU2GViga6NVTyV-fEY,85,921194
DdSpmcE7VJYLYuiDkkWnPwhb7nVAi_7oOIpuRnhFD0Rpyw,98,1091
vjL1Rf26KIFgyPv3VegKuXaEnkPgr3Oeo95g5KdzDDmd3V6YjuxsGEw0,240,19403
ChA3aUcgdnZM_meCIKG-JbAkiEJzw03k3vhjW4kYD7S9iQ,104,17370
GW55TXj4R3u3msVAFhcy1qGNEixmcHVe9Lhs-F7x8tV8Amo,267,283854
IA41Yn0Od-qXexWKny0NmO6k8_xL3N7RsK470ohmZzGvjU8,119,199280
0uh8zP1sb6qsbJThGQAjnf-2JFuzk_kxEwnKwG5mSv5fELU,78,132401
yxv60Xp6DIp2k3vGltkPsRdVc9lPovXKlODBcYo4EBrWpA,40,1871723
z4XF8BVjKWqVF5386TfX0EKqVedoSt-I0pu_uyysQzX8XeA,24,90538
mkfo7QbONwTIL7ibFu8hUFMCLht5IxV5apK9HHUanYdpMSw,43,137982
MhpDTUNnMrbKybAVOd7euO0Kax6-hpJ3gEvesrxQWFY0_g,81,1510
6uqwucu8vZGggGYtEtHioNhTbYx6819zmXrXAe3ydXfHF92wRwfM4jNy,517,11791
HmuB9G_bV_mveuwZby9DOunv9en-r1AyNyR-lYGk2Xr6Kg,126,335295
Pe33fa1S9dWqqIOOQZB0RGefRxsK-2p3WqsDg_ExdT9VaWM,412,16300
DUn02if92QNJ9cv9r5O97VFoeL7h5qx-lVwpNrXNIrW5eQ,37,18507
aNnjkylomytm0WMfP2E83qilHMzOj9R7EYZ0gxkQSckC4Go,18,134413
3BvXPwOx0vGelKoYf2P08PVr80rdSW0hm947FZcGsVVPUvk,421,227227
jVAG3wQ0TRFB2Lhw_rleZgpR30MhxIiWmJwrExgZY0LRqRE,43,23528
3ercuP0BGIrV8j-Z2OFllj2TMO7JzZ4PAnZLWVkbX28YgOk,4,161832
7XJLYPcMKtbxYT35WVTU0w0nzzYpzL9zACJTpRWkLyAEcEc,12,288555
Y8fUnLSOmHL2sJtJHBgT853JlNeg8t-GfM9_ylh_eT52M3A,85,1227843
_0kCJvwT-PR_nP-qBJJbmsZ3VoDSLkmteCRumbuWPZ_vjpw,81,213138
kZ1muBjgGxnRJqiT9ZGtXE8jHJ63j1yo7xjP89Bx7lDlnbM,82,20339
UJF1JkjiYM14bwx-ht6LX0fiDvwY9YYkX85G_Al-S3mrNLzo0bg-4RqU,64,90184
7IzN1ZQo22XR6qe0Sxo5SNZTnPcnFiqXY-QAvcCpz1Mokg,121,75237
Bd6Be7UO_S5Bli1RD2xPHhYP0f3EuBe_js4Xpk4ANJi3DQ,145,192295
Pb4tU8iqy5l5xXFgI-x0X6tXykwFbHk3SCmU2FODd-Tv9O4,245,8909
QAx8Y33a9P0u-HgViZq1tXDaQ87aCwUT3EgKAvnvCoTJMA,555,49005
-zh5P6dwlDZ2LmE4NAktdhbk-RDV9o22RCb7E7NxYGY8dw,80,35883
mkfo7QbONwTIL7ibFu8hUFMCLht5IxV5apK9HHUanYdpMSw,99,188381
CUzaTvfRmJUSkYcsK3Ri-sjIdsUuWc5J09rbEnlVNeo_S4hrlecS5ij6,81,22864
GM9JJuxWThOt87O-q5xwaiQlHgy0TGvI2fZM8NwQxlah1nKYQzwBD_xa,61,146
s1i2FUDv-8JO9YpRk3EJnEpCohtdbYp1T4mEaOftKMGUURs,89,17843
a0kRF8-AndHJ0jJpV4EPwOy3iGVJCl0x8tJq13ZynouQuHE,33,7822
CrkI8AOvzw9vL8BdnSkUll3LxM0BJJinNzuQtKjKBAppTpk,240,8427
KBfZA3Z4br2hGNlEme1v6WcSllJ9xa3_0tPj0SvIUiyfiQ,9,127818
ZfOLusqYN4wqUODmRdiunZI4F6vaUVEOq5y09ySGE8uNkQ,238,400076
oIf_QH4KloJYhzq--hpgNsJakgLFVUfWu5PJTl3TLftrxoTRNVSqkEEA,236,142546
LzTYIezpB4keM3xAgkjtcPBQZDa3AVWv1S8CKxtfYwMlFrI,141,287
ET2iH0SBMRUweRijbV6XM5xsVsI0fx-IrdKl7NKNAkyINBY,421,118158
ds_ih8QdN7ATu-u42l1MGsxUv0S9jy_XHGgCdzLgoWxb2rKvtdwdY2ib,91,128090
VDEDjMAuwr-VzAmf18uGtXxE8qUdvZrnjoaBBJPWem-Ppg,36,9332
Bb6qPpUuLV7JT0QE-NydEiF4-EC_JuT0DiRWHTxT-AYo30g,64,97931
PhGS_gl3DCrCUgjMDTctKbaXJ3Qzy6ptIi2dsH-kvOAycw,25,1095152
4mf5XAPkCvFNk_rGE3D-xxxLlcljTPqtwlyiC3HV2LD8zQw,81,18582
vN-qYERcXXib3O-uoNbaKOz_EfoRmjPYEQ5aJtINBOOaTA,142,10135
rAIO-7565rRqDA3FjTFP1MvKLITYZnizReboodjKm0Z6LN1U-2v_LtLI,27,443873
ZzB0Fm_2ayE1feGHw76feso5HYrjtl6nv4agycJXlLl1YA,164,33589
-zh5P6dwlDZ2LmE4NAktdhbk-RDV9o22RCb7E7NxYGY8dw,498,114835
WNKJJwOD4tuxnZXXPC-wB7nn9FyuMf2_qRust6R6h2zugQ,31,68845
BmSnuJHgO_JbX_i2NblZpTZcC1CyTZXqmfxZJGPbDIPGNrHsxRl-qRA5,56,179
Uji5S_HvSvpsMiSYrd4wLDpaDaX3ijHzqk073N6QGYjO6dI,39,13772
c1vEPjvADWPoIdRL4OffwNpM7mTGfoVu6PaU6675w5xHTvA,429,20223
9_MUMT_Pvpljq6UpU42NyxHm6M3JS3rMqedWaVvhdH9CQKM,236,75455
8BGZ9RRRLJuXWKB4OysvHcftQMa8wYgn7scZAj4M9v9LZTc,28,42494
bA7RyzdwJrDQoO6VJqA65NYm6hx7IDXYk3d51JyhaEHLv_-Bx1tUX4v_,20,17760
3ercuP0BGIrV8j-Z2OFllj2TMO7JzZ4PAnZLWVkbX28YgOk,7,229050
jOz8U2kako8dFNDdWv5PzSxJhPfRRVljvNMC6I-hcv_rKxY,350,267159
2hG1xKbtbgxE18OkAhtBXIE0c4Kl4ouJx1LWnDL3f3pkyye8EXe3GYtf,163,1832
oP9WVD41RW6HB0LP3yZ9y5--sgWCr8H6yCb2HzZvr_bV8A,267,21860
I80xWWvmy6Bs1UNVOm-Oic-_igfmysjHCdyo4T9_Gac47A,15,79530
SxSGSJndIMhB31YAxnTy4DUkx6BpAzT-xoQrFlRJwa5_vl4,85,11479
U-Nj9CK13R3Fj8NdluUAJsxwH6B8raGYDPzTZs4y5zLMv_g,81,257528
SF7uIBJfnBagHMA3XmdMzSY2-9RcNp-quO6N7JkX4he1lAo,9,27249
2kU48Xg8tkVmMlTKK9fO995IbTm_AoHQlJjK2ABFuujQj4Y,107,145842
wq_QQ3sCjisw_IjzaNana3HQ3F6gHxs89Hq0i7zoPQMDrOM,238,427781
lNVAz7khMfZQ7lVKNXLN3Qn3RjGfW5lOBcE5np_JdCrYmg8,101,120306
hSc8-a4sBGqd-hfrnOwar8Pj-4xRO5OfRdiQyfwt6WUVwJw,89,92120
zfLRLYc8QgECJblsMrA6jwl43KZNQMFYjWHytwk47GJSrC6U1Wj162bG,164,7871
pNpoLdnQzB0ZQc_oYLcauV9e2vpZinQkAQ1cWjkG-OEEpUU,104,25105
FNJee684NUxT5YNW2rDP6O8dwQK5ssfrwyGW-edqzTG5VA,53,13663
e-9-YVsu0_x_d_7yoKTA9uWB7_NUcoDV03qeaCXnQ_Lk2KE,163,76504
Glw5L_j2tpz_Yl_6FaLQCno3H2q74uTCGxi4WFo4pPYiYOSRl33KWCvQ,498,82722
kWpNhOUR839-001nkCQW2kXX7QHY0ZJnRbGsLAuejDg,112,172
CuzXQSL3ylafTRsSOqNCnBeMaK1Uff4U7nIAXsafDV9kJbw,86,6441
EP4RdVdAKJnx49AlYhIEP2dtx0UJYH3r5NfKzs-UcziEbVA,13,3562
YdZ9LliS6qe5t8WmiZloSSwDr07DnWdJ1w2H2ynFyQ1a58lcQWKrMDQP,121,45374
-SkuWPaQmch1CBwaN8NtHc-eVRqF4WOhPg2UiXDwWt3zhFk,107,2325
0v856er_FlmL0hy015LxAlONq_tBf1PDImaIBV4gB8rCnLk,6,29357
Lwz5qw91hive12_Fxpd0eqVgG-xWAKJkJudhWVZM32my4fM,145,76373
PNRaK2p2Izb8EJYPg3Uql-B2qSS9Dbl63JJ_7iBPqtBNu_M,145,162950
k8XJC9tbWP4VMtdxwu36cb_cVlO9q5nQ8LZS9Mj-OGKXtA,157,745559
uMovUIiZpzX0wZhrKV97tSTyzaYUaQs0CWLNY77Nb5iV9REOR7gnd0ZI,18,5072
iyt57tVtOfOU-OpnwlddXyyFgiuO_NkANJxLxf81AlvFdQ,14,2500
unZ8C9Px4W40aKFzZbHRWIqlcdsVJOZXq3OgfKxwUIzSE3M,99,52528
WwPCMAA5VM0r6xeqPT-L2N6qUWKnzFJ4vspalAtBJ7v0IA,90,274992
5fR71tjlpKQFolhGqiX69pkuXlg8am2DymF9gf0XNxLHUQ,22,24769
ZycTn-0J__lKau5ZGZl1CiF36XMjKMAkonaCKelQ00ncCQ,267,30542
v34NnsrJBQG7smcT9GgicJFUhj9_l_r1bZslsWB0q_Qw_wY,41,23925
87vutJhoL04gYwj7asFNfgLlbKWLnWkJzP6ju4M7NC6ZgA,56,3696
80ydmGUE2LfK1xcArMZ7H7IvVtsivDR81VbBuFv46XEcWA,53,9736
uiz27QGBngnKHicIBWD0BzO_ICXX5uhhG4LjMJMvbyduERM,267,15992
vGbrDBGWMKALcnsmhNX-bJzWiunMPMkhWB8ESTPYhiEuIRw,22,71882
hxT1vW1h-0-3ZNSy9A7tjpioqU0DprXyUbtF7orUW8f3pA,81,141204
VTw65cIG34Tvejqp6FayIySXLKqfA9kHH3gmc7dFhVBCBXY,36,45151
rDXcTFsuIhhcsiYq2SEeBlQ6CBolEgAtIzkPUrzBNErAsg,111,89229
brBTlCykb5emthuOwhYQA31ikUWN3OkFSRAdPdiHM6dRvO4,555,40663
ibqJ-eMP1fabsay6TM0zl2QUTDUdqLdTEtUIA4I_CG4d2us,99,1597
fmr-rfnudxXLGYBylHuIoMqljkvUJUS7-sXISP946zmuTg,80,4748
t4d40hOKLfJ3OCO0TSfecP0aYYM_AAYs5KQa2GP2W9t8Pg,119,481487
3vixdVd5JfHmOjlsA8--nScO68mDnInrcceRVg0VVtp2Gg,498,235998
Ll9zPKP8yu4zmdIm6PEoYangmyrqHBBpwM47yA9o31Ggsw,53,561595
Zfoy4P81jgk1ySZOXuGkK8840clQ11LuG1oiPCzoky_bNg,498,203650
-PLJuOjKPvk_yaAoln4Q4MLaANOodxw-HbDf9T-ZfU2dhg,5,8422
nY1ABcrs6iKYn4wiFY6SeLYmSzgfC77e8n8iR3mGGV9iIBbpJOg9FRr3,92,111808
iatnN6ycpbxOW3rtoZkY8hNm7pJtR7clsO6W3TYHmNUEZZc,112,49722
BmSnuJHgO_JbX_i2NblZpTZcC1CyTZXqmfxZJGPbDIPGNrHsxRl-qRA5,3,723
puxb_hmPCch8DzUg-ZSAYtUuyR6BHPl67CMswc3vqfJs8Do,122,167888
DP-Phl4UlKQwKYruZIaUbX4l4WWeV8CzcDodNhq_VbSs0TMEMTbwp2ns,350,13443
k8XJC9tbWP4VMtdxwu36cb_cVlO9q5nQ8LZS9Mj-OGKXtA,238,124325
CCssXJ5HZh91yTg1h8F5ZN4ub0_pZ2Ms0wrZcguEqOK-Vg,64,38330
wU8sybzj2ZuiV1o1ahUyzjzLBJGQx3rKppyH3b7pjkdfk4A,16,103326
DpnGsosHsWRsRvNEz6ckyJuND6lSCuJr6Rgu9HgGnrRVs4U,61,178854
-npGfK4Uwc85gjSkuezvVUrWnJcRJGvzVFn1LAULaszDnIA,150,57750
yJJ45QwJjxcD2grQNbI9q1dVgPsz0XgXKzKTle5AnTCa5g,64,82084
NKs6aJDJeZg6K9ecWfBDalswVayTpY4lfwxxraEmFmUeOW8,58,4725
2RjIcKa_aRwH1v2tqGtIun--ub3UiF9U4psoMetD8V-sdA,427,387609
Stem6LYzlukS6PyqH5bZ8oLAFOsK3LD6LN-rkDBih1_Cgg,497,1036318
5MOO8obEeZu3RYeSsp3rLFFzuQynLagHfu-ln0XdhdD0alk,86,38513
zjf7mrttlkNVlEbARpwoY76KdfEEs67Lvw15n5YC2848Bg,117,1028
P7X55ri81B6gbaCLp6inZDjXaaBARCNCCXtj5FgqjIaElQ,89,32946
K-lR9ekCLclRoxEJYtrOaBOfFqQGqeDIQi31ulJF7Y_NlA,30,21487
qkbpjowW7eaDLqJMj-4OoiK_MD6nufWKqITAovVPETgk8w,59,16936
S5jcJSIZzqdn62qZ0mn4l12BONos_94bDwEHU2-_yi-mkA,498,181336
EOaoM4I2QRACBE57UJbw8Z70um3eX6rDJn2C4IS5jaFqEb64cgZ9ZLbQ,121,38095
DBBC81Gw3G1av82aVghRn36EvPYLf1YGNzOUaQOvw4gwPDI,23,4779
TnkkxpKh1mYAdnKq0s-kUe1vAF0SB8MWIVMPZQdD12LQgY4,145,217841
RXjeGZ5Dy3e9uhiM6OSrpp-oy6bVyfZIjegq9ftt0WT-uFpI6px4kHv-,81,640
mzTZssN0ce4s0vND4v4p4Ve6bPt4OGZrLfkrMfWdGYjlQxbUo6pqfxNE,121,13712
4zq8GuSEHX2m8mOemUKsYyzSYHejdNObc1NGihXfqiKuYfU,111,34211
mIJraGejnFIjEcZZupnHEZ_CDwX-Xov1ghgdSBqmEt2FRQ,245,61183
wq_QQ3sCjisw_IjzaNana3HQ3F6gHxs89Hq0i7zoPQMDrOM,38,132155
J7Oki9-8D69Gwf9BL2frG6ZbmLbWzayNNW63YFUcyY1cJw,16,16215
ibqJ-eMP1fabsay6TM0zl2QUTDUdqLdTEtUIA4I_CG4d2us,127,3813
uL7kfVX2tMi-TLadozD1PBU5N9ZR2dROKoV4Rg43Uwso_zM,10,386373
ZOnAjlbwT7fGaa5V3gRFJ8F-ZfDfV6BYual-SKKCdIQ6yA,101,81791
so9yzLNA7WqBJK1JyaFaLHXsTDhO8Ae30SCZuMcnL0crU6E,10,3547
RgYz8jCZGj1L33PzTJUSNHyBI3OczIXXkoqAqkD-wWK6IA,141,12626
dAW36l8e2VdFYEP8ccCtHf-0T1m4ezQfaynvLst6SID7Pxo,85,46736
wtCi11ynBrNYPAauaMjWTBttlnGGP2PPVVksFpPS0yf_OlU,427,188671
k6S_UCmtyIciPxBXQzykpBTQhC-NtslcVOlAR2GwM0BKrEM,127,405
Bb_baxw-Yd-pfNjQM1dBP0szX02XtBbU1HDdxRxn7x3vMmg,41,68987
zS2eqH1lUb8v_9Tpw2QQO0ZXhHR6rHyuA9_0BTpWe4Rtrw,145,121894
1ZmM-PtA8y1B1RttrNCDcq5R3Uprfdm_pb020xb605kYNLFPRgMVSIF9,16,5426
VKKclYXBG2XyUwA3zliTFoi8GgEZvxNffbuaN6fxCj-0Qg,497,52866
ir7JRbgyBsNpgFv1ccJLX2mnhuvSOMGRTG4OByGvyIEgaKc,516,16374
f0Goc0rUI-y0eeVzkvHOs_7ThiyAXxzw7TnJ2NQ9ErKI8Q,89,4846
FzKo1J6T9wNA5kfU6BDxTOksncS78QIQWcAuMKTP3WNynms,13,96126
7KhlzawBsOXV7_2A3YI8M8DSldNWWgwg9jxTsgP1kJEoQA,81,307586
zj4EsoyzqTFaLPWfra7z_RAIBtvETy2PS7dHrmLrx2VQaA,76,13427
CMbKd6pni86R_qdc-lOzfmFCmsn4-14HMs4I2vjJw4lhpBI,4,665146
aBxLlfPidBv-eUo7n20_PnOGxAbxPzTXXrP_BC0MrA,13,190983
0zwx4kmWGQu7GXxxkYI0L6k7BcC0zBr4YZaLBn5mH_tHvxcRTH78VUus,498,100464
rtNv3gApTi-ykatr2jfbR7FlWk6OVDolJhLuzKNGgqfszA,53,119772
cmXCl_SE8ZhxdGuw-cTmhTqqQayWukIbZWxg-fFhQ613gw,51,142506
K7C-CtnqLSiT40Lxbvdz9aldQqU-SPv8lMh84tDJdXJINWQ,145,29468
jSagbgwiiOetWrdxaMx9ItbB9_qOwDwgOaUzBRxEjQ,22,229509
9xjhBnMve7IlgcjAHod9E8Q0VM0ZdMwOi0uyRDQ0_KgryRU,236,370570
Axrfz2TDY9T9USWnerZsW_xlQCecndS8hCViPcQJdpKuAclJ3YV-aJOt,25,1322
Glw5L_j2tpz_Yl_6FaLQCno3H2q74uTCGxi4WFo4pPYiYOSRl33KWCvQ,21,4938
W9ScXzd7brf-SpGrydWIb_eAPj-RTJDwv0dat2latfF_wsw,51,101932
9QatsqOrhXcCQ7bGI04JqB3do77X7mqwQhLteE9I0Ea7rw,26,94943
dZRTi6ahHSEfzCcrUgPhdO2rC3OinnzbNmxoyOPD5mbL7hVLyyyN7hfW,45,4699
vZmrz5F5rSnseYTkvod-RqM-asJVC3KPN7bNBLz2de11Z1I,134,196855
tjBLJ89ksybT3dy7Ng2i-dejWLpHOwqR_-bYLp8GUc_iqeQ,27,2734
wPlOSBujDWDYpq-FfoAkqRJY6OFXxCJrpW5hwJpPMEwR3A,4,308127
mpkbIehgo5yUe0iH8h8uLmiXQNt0LO9OMeerFVHjGFZ4LA,497,150616
1ZmM-PtA8y1B1RttrNCDcq5R3Uprfdm_pb020xb605kYNLFPRgMVSIF9,60,60541
78FGJjHAgDwKRD0m__HED0jBV4oXSQJKtbVbfS06B2Z4SA,80,13909
NsNUE0JYMNARwNhhMT4HAvKjISraMRbpUchw19JkN_YYVDM,28,3146
sGi4rVYEJirbFq4Zz00K9oNkJ6oREP21bCfOKZZIMu6SvTw,421,121887
06yrzqL6sVBaDvaKl_lvPV1KtpuGRYQbswxyUVtI614SkQ,72,1385348
1CKGY5xOWIJ48pUm8LSXfFzCDIqkp2E_gvKol1WqnuHwaVI,157,89753
VOM1izvfxY4aJaNlZN35aedYAhyChRNy91idTP7Sb0gS6Q,60,11474
becj7WdplZy6x7-eUMhqTuvI352DO_3nvDd3NbdlMCo4_A,21,6373
k3zCXbmEUMr4D7pA64LqPdb3G18nIBZt9feyQhd_jhALAoU,44,997175
ByZnBqQAKWMUkm8LixhCUcbYdUo4iq97O8Kgqj-PaYRmYWQ,112,1837277
opCis-lSBSdI-Qha89futlk8ZAKBqDPNW-oiUQ5-OYsUq3U,497,8351
h8S_i1WMEX_NoztBXZ3J4xc0aU-LrqcJKVB4_7AgWl81QEo,13,2797
NcmPmR8kU3GkYyb77B7dG2706Nvco0S8q6c71rbyXqpPXw,45,13381
iFvxnzkCCttHpMVUDlnnAmv1ERkPUXIDuSQez9WlxYMrK_k,84,181476
2hG1xKbtbgxE18OkAhtBXIE0c4Kl4ouJx1LWnDL3f3pkyye8EXe3GYtf,68,27043
Glw5L_j2tpz_Yl_6FaLQCno3H2q74uTCGxi4WFo4pPYiYOSRl33KWCvQ,497,60988
8-EqDoFD4NBk47OsKJanjSoJ0h5F28T0Y14otkKEoylc0g,16,276874
cZxI38FPDFnIblPYKqynXnM26Lwn22Q8ePjYQsywdzbyw7o,20,135201
m5t9vrN38m0AxE2rjsNJtKB13qWRzCMqUm8udKkyWUGXi90Aq-zrHgtu,164,20571
pqMnpJcwUUhi6cL0BGu3vd-WTKRpbJvSAWgQY7Jrf1Vjrpw,236,78643
UU6A8Z3BHGE09edmrOIHT2EBq2l_VGOx-n0DB5bP2StPxwM,238,595274
zXsEXUqSKy24P1fu7kY90ZjHSm5a8jIZYkuHrTy9UNbDN3o,22,2011
jj5ArKKc_Bjjm3GENM04k0iNRqx9dtPgDr2VR0iO_fUGW416fLHt9KAx,134,10375
5k0aghcnOhW_iW136Q4G9jbhl8Afh1mikJwMwYoAtv4wfA,41,120648
_yquFhZHsZXmZKkZ969PtnTsJiqzhGspZx9JAXfDWAejpA,17,732544
FNJee684NUxT5YNW2rDP6O8dwQK5ssfrwyGW-edqzTG5VA,555,7052
5NU4vGdjplQKChRJBODpux2x03Qhyyt1O9dKhSC0OegdgA,141,86034
uluc8_hfJYRjlZdCizjEjTRFWj8oormYzwfc3izk9KOqq7k,106,9851
87vutJhoL04gYwj7asFNfgLlbKWLnWkJzP6ju4M7NC6ZgA,136,544055
1cfpGpFcZjOfhwaKuPB_vXEoCNfV-KMu3SLjJrkVMdT08bUEFK2ZSYZS,12,78432
tBTDPhlbgCkOhZpfGRlGcwq9jrpqjJEpkLlmEUoc59_4VQ,121,48169
o9ANjRYNooX8SPXXPQ3UxP5NVdsUQp4mgOOenlbD1JYX3l8,10,8230
1_7lgtbcN2d6OKheruNHA2MC4605ifh9ms0sg5cXwJ0_R22rjXw4Bvlt,59,5220
mmxIn1lFtZB7dKgXqp_7q1oHQfUqZz2pMJk-TfKNZNVIxAI,13,188923
Jj1OOxJ10innkydFWjh1vXN7rNwqK507Xxw3O_uVzEzjIw,22,48769
dZRTi6ahHSEfzCcrUgPhdO2rC3OinnzbNmxoyOPD5mbL7hVLyyyN7hfW,117,204
Kgi6iUqC1HsMNUukwHVcUQe6ulI1xhPdFre2Ycx1QtB13A,86,31457
b-L3Aa6fyfDlUvMtY2yN7R4GGOz5tM2P4wQShOPcZwJ1Rp0,10,4647
h1Pzuyj99xu84KBoymhEteyBCWNBHWiCY3iFIv6m0-6XB-g,4,21129
FHiDIIfkXLLvLBNfpB-Opf8AekmrGcrubh7s91_oRMMHa_4,111,22648
iatnN6ycpbxOW3rtoZkY8hNm7pJtR7clsO6W3TYHmNUEZZc,127,34030
bjDsYYC1TwcjnaCK3GdLx-3vhuW_VjTJCs8zTwOEeKJcBPk,13,95237
06yrzqL6sVBaDvaKl_lvPV1KtpuGRYQbswxyUVtI614SkQ,51,20763
dDRRFgf9xm_6nJ0pw-56hKyq05PqkfsPVViMhreuQw,18,86615
I4ZkFqmYe3iBVPEXUAkPyyVQsNP64tRjaQtvXOBFDFFxZP4,163,21197
to4sR7Zw74jP_Fsxtm7k4EUYdf3VoOi1o8zftxIz9cK-WzU,64,92612
