top_vs,top_mastery,side,first_brick,first_blood,first_dragon,first_herald,first_baron,first_inhib,num_towers,num_dragons,num_barons,num_inhibs,result,jungle_vs,jungle_mastery,mid_vs,mid_mastery,adc_vs,adc_mastery,sup_vs,sup_mastery
42,958317.0,blue ,False,False,False,False,True,False,8,2,2,1,True,40,231836.0,30,209396.0,20,23867.0,75,1890211.0
9,1530907.0,red  ,True,True,True,True,True,True,10,2,1,2,True,23,419303.0,27,112136.0,18,8861.0,48,170708.0
16,24186.0,red  ,True,False,True,True,False,True,11,3,0,3,True,20,61010.0,20,25570.0,22,35854.0,34,568260.0
12,21801.0,blue ,False,True,False,True,False,False,2,0,0,0,False,16,3161.0,16,463914.0,17,51777.0,54,4846.0
19,13953.0,red  ,False,False,False,False,False,False,0,1,0,0,False,18,76054.0,12,123343.0,11,158530.0,36,54789.0
17,29357.0,red  ,False,False,False,False,False,False,1,0,0,0,False,14,54300.0,17,1026814.0,7,1560.0,34,26633.0
16,27543.0,blue ,False,True,True,False,False,False,0,1,0,0,False,17,41778.0,12,2165978.0,20,109725.0,50,577293.0
17,1071020.0,red  ,True,True,True,True,False,True,7,2,0,1,True,22,47207.0,23,650211.0,14,29952.0,45,52732.0
15,9874.0,red  ,False,True,False,False,False,False,1,1,0,0,False,18,47207.0,17,83775.0,32,1609407.0,39,1034803.0
19,309065.0,blue ,False,True,False,False,False,False,0,1,0,0,False,18,14102.0,1,549904.0,21,14766.0,38,289177.0
14,3906.0,blue ,False,False,False,False,False,False,0,0,0,0,False,21,49756.0,15,50738.0,16,86044.0,37,49334.0
16,22187.0,blue ,False,True,False,True,False,False,2,0,0,0,False,25,61655.0,14,95237.0,18,2428.0,52,6464.0
16,71548.0,red  ,True,True,True,False,True,True,11,3,2,2,True,44,1490.0,25,42186.0,42,40500.0,68,210244.0
12,156539.0,blue ,False,False,False,False,True,False,5,0,1,0,False,38,108452.0,34,5257.0,19,68513.0,83,12234.0
12,390576.0,blue ,True,False,True,True,False,False,2,1,0,0,False,25,116988.0,21,123690.0,24,162977.0,66,13938.0
22,219511.0,red  ,False,False,False,False,False,False,1,0,0,0,False,36,67197.0,28,455087.0,21,55398.0,58,90385.0
25,39034.0,red  ,True,True,True,False,False,False,8,3,0,1,True,37,9289.0,33,1176683.0,33,237767.0,75,10401.0
10,814332.0,red  ,True,True,False,False,False,False,3,0,0,0,False,15,44974.0,14,283969.0,11,11281.0,28,382.0
22,943777.0,blue ,True,True,True,False,False,False,6,2,0,0,False,41,181247.0,20,3469022.0,22,3927.0,79,235139.0
17,1071020.0,blue ,True,False,False,True,True,True,10,2,1,2,True,35,446398.0,18,56439.0,28,83968.0,57,952.0
12,30435.0,red  ,False,False,True,False,False,False,1,1,0,0,False,15,6593.0,20,209158.0,27,6522.0,49,91324.0
18,13357.0,blue ,False,False,True,False,False,False,0,1,0,0,False,29,145.0,19,20692.0,30,146271.0,32,664966.0
20,13362.0,red  ,False,True,False,True,True,False,3,1,1,0,False,56,19079.0,19,158262.0,24,38892.0,71,54777.0
62,46505.0,red  ,True,False,False,False,True,True,9,2,2,3,False,89,24760.0,38,96126.0,44,122418.0,127,65687.0
30,2105959.0,blue ,True,True,False,False,False,True,5,2,0,1,True,28,102358.0,33,1086.0,19,1001988.0,72,30692.0
8,3924.0,blue ,False,True,False,False,False,False,1,1,0,0,False,35,61711.0,8,1487661.0,12,44166.0,30,32298.0
14,150155.0,blue ,True,False,False,True,True,False,5,0,1,0,False,21,678.0,22,598143.0,21,26050.0,79,55347.0
10,13936.0,red  ,True,True,True,True,True,False,4,3,1,0,True,27,13712.0,10,2112364.0,15,86879.0,50,164751.0
1,163904.0,blue ,False,False,False,False,False,False,0,0,0,0,False,22,294323.0,11,11358.0,14,95737.0,20,95390.0
35,8381.0,blue ,True,True,True,False,True,True,9,3,1,1,True,61,346862.0,33,1771.0,24,563684.0,58,13916.0
17,41064.0,blue ,False,True,False,False,False,False,4,1,0,0,False,27,34451.0,26,61385.0,12,19689.0,42,116653.0
21,33415.0,red  ,False,False,True,False,False,False,4,3,0,0,False,30,55387.0,29,103504.0,35,49387.0,64,16579.0
23,2216380.0,red  ,True,False,True,False,True,True,11,2,1,3,True,22,24392.0,12,655433.0,20,819005.0,61,377360.0
11,167888.0,blue ,True,True,False,True,False,True,11,3,0,3,True,42,1095182.0,21,209396.0,12,235998.0,48,561595.0
13,73551.0,red  ,True,True,True,True,True,True,7,3,1,1,True,23,11566.0,17,1291594.0,13,93381.0,47,48172.0
13,24598.0,blue ,True,False,False,True,True,True,8,1,1,1,True,35,695134.0,16,508105.0,11,42046.0,39,1834454.0
28,943777.0,blue ,True,False,True,True,True,True,11,3,1,3,True,31,847207.0,19,261717.0,19,219102.0,47,211209.0
7,65002.0,blue ,False,True,False,False,False,False,2,0,0,0,False,20,28324.0,11,200693.0,14,74492.0,49,613.0
13,273076.0,blue ,False,True,False,True,False,False,4,1,0,0,False,26,22438.0,17,80460.0,27,481487.0,56,117501.0
16,5215.0,blue ,False,False,False,False,False,False,1,0,0,0,False,17,22198.0,30,623509.0,23,2210263.0,44,209509.0
14,458109.0,red  ,False,True,False,False,False,False,5,1,0,0,False,14,1759444.0,21,9438.0,12,226076.0,63,39085.0
27,20777.0,red  ,True,False,True,False,False,True,6,3,0,2,False,19,6007.0,21,8930.0,37,84224.0,73,34259.0
12,13512.0,red  ,True,True,False,False,True,True,11,3,2,2,True,21,7869.0,20,32197.0,17,100888.0,48,139281.0
21,369173.0,blue ,False,False,True,True,False,False,7,3,0,2,True,34,50608.0,18,25462.0,40,5154.0,51,62776.0
24,102037.0,red  ,True,True,False,False,True,True,11,2,2,3,True,28,75486.0,28,24590.0,21,87264.0,64,16469.0
10,3200800.0,blue ,False,False,False,False,True,True,8,1,1,1,True,18,43623.0,26,364125.0,22,96399.0,36,20313.0
26,25921.0,red  ,True,False,False,True,False,False,5,2,0,0,True,30,80592.0,21,31956.0,12,312243.0,41,1024777.0
27,367143.0,red  ,True,True,True,True,False,True,10,4,0,3,True,14,346094.0,22,6752.0,28,293519.0,78,443243.0
21,34017.0,blue ,True,False,True,True,True,True,7,1,1,1,True,22,53829.0,19,158262.0,15,138865.0,50,176560.0
16,340720.0,red  ,True,True,True,False,True,True,10,2,1,1,True,43,799362.0,27,411251.0,23,192776.0,40,63617.0
15,47494.0,blue ,False,False,True,False,True,False,0,1,1,0,False,17,47069.0,26,217743.0,32,77020.0,58,19202.0
19,4432914.0,red  ,True,False,True,True,False,False,3,1,0,0,False,10,71063.0,10,43130.0,25,448532.0,61,872.0
71,44456.0,blue ,False,True,True,False,True,False,6,3,1,0,True,29,49092.0,48,115874.0,29,69257.0,78,12875.0
26,167888.0,red  ,True,True,False,True,False,True,5,3,0,1,False,23,260501.0,27,808440.0,18,25685.0,58,12875.0
17,181476.0,blue ,False,True,True,True,False,False,3,1,0,0,False,53,246438.0,23,2209961.0,17,25956.0,58,12078.0
19,75786.0,red  ,False,False,False,False,False,False,0,1,0,0,False,44,1912717.0,15,7222.0,24,37982.0,40,6715.0
26,790287.0,blue ,True,False,False,False,False,False,4,3,1,0,False,31,1004389.0,27,1867164.0,9,576703.0,93,33428.0
8,2076225.0,blue ,False,True,False,False,False,False,1,0,0,0,False,14,1097.0,15,64176.0,15,1094436.0,33,25084.0
23,110686.0,blue ,False,True,False,False,True,False,5,0,2,0,False,24,2869295.0,38,2829.0,41,92667.0,85,123579.0
32,28547.0,red  ,False,False,False,True,False,False,3,0,0,0,False,34,41468.0,24,422761.0,16,8735.0,57,306801.0
29,358767.0,blue ,True,True,False,True,True,True,7,3,2,2,True,45,96590.0,42,1351169.0,41,197011.0,91,67265.0
16,3122.0,red  ,False,False,False,False,False,False,3,0,0,0,False,17,298.0,25,16914.0,18,328707.0,38,5269.0
22,119967.0,blue ,False,False,False,True,False,False,4,1,1,0,False,32,105689.0,37,43745.0,41,72288.0,74,152377.0
23,629782.0,blue ,True,True,False,False,False,True,7,4,0,1,True,32,91849.0,29,110615.0,12,819005.0,79,170708.0
13,548739.0,red  ,True,False,False,True,False,False,5,1,0,0,True,21,27250.0,15,1888831.0,28,7492.0,31,80079.0
24,26511.0,red  ,False,False,False,False,False,False,3,1,0,0,False,29,1692022.0,18,32455.0,16,40874.0,71,728435.0
7,69651.0,blue ,False,False,False,False,False,False,1,1,0,0,False,12,1616.0,12,49678.0,18,433905.0,31,7921.0
16,367143.0,red  ,False,False,False,False,False,False,1,0,0,0,False,17,40122.0,12,1837277.0,15,199656.0,29,88197.0
25,434052.0,red  ,False,False,False,False,False,False,3,0,0,0,False,19,108452.0,26,20032.0,25,276552.0,63,95390.0
19,1028440.0,red  ,False,False,False,True,False,False,5,0,0,0,False,44,1838.0,19,161024.0,26,276552.0,64,115602.0
15,21142.0,blue ,False,True,False,True,True,True,9,0,1,2,True,23,60823.0,20,150678.0,27,8655.0,70,1378115.0
13,19565.0,blue ,False,True,False,False,False,False,2,1,0,0,False,21,49507.0,18,1652.0,28,274745.0,39,15664.0
15,115521.0,blue ,True,True,True,True,True,True,5,2,1,1,True,22,54832.0,11,8116730.0,21,108294.0,41,328772.0
13,402903.0,blue ,False,False,False,False,False,False,1,0,0,0,False,19,232647.0,12,4015.0,8,3967.0,34,49678.0
18,51095.0,blue ,True,False,True,False,False,False,1,3,0,0,False,35,311045.0,24,193440.0,26,186554.0,61,213963.0
23,21103.0,blue ,True,True,False,True,True,True,9,0,1,3,True,25,24751.0,12,949219.0,22,38892.0,67,192273.0
28,246136.0,blue ,False,True,True,True,True,True,8,3,1,1,True,36,32161.0,39,1689577.0,25,117443.0,84,520385.0
28,121835.0,red  ,True,True,True,False,True,True,8,3,1,1,True,40,53831.0,12,261717.0,14,433905.0,43,16215.0
16,29998.0,blue ,True,False,True,True,False,True,9,3,0,2,True,24,55756.0,19,1069128.0,22,133874.0,34,21694.0
13,87677.0,blue ,False,True,False,True,False,False,1,1,0,0,False,22,506648.0,31,285526.0,10,26607.0,41,33808.0
31,27284.0,blue ,True,False,False,False,False,True,11,2,1,5,True,23,5243.0,26,25181.0,53,33887.0,80,98774.0
26,71216.0,blue ,False,True,False,False,False,False,3,0,0,0,False,29,67923.0,28,9229.0,41,274745.0,79,134673.0
24,107234.0,red  ,False,True,True,False,True,True,11,3,2,3,True,54,1019440.0,35,7228.0,43,142546.0,72,134673.0
25,281856.0,red  ,False,False,False,True,True,True,9,2,1,1,True,24,340297.0,35,41254.0,32,55024.0,83,15231.0
8,416108.0,red  ,False,True,False,False,False,False,2,0,0,0,False,19,55945.0,19,122349.0,7,296648.0,25,54296.0
23,62742.0,red  ,True,False,False,True,True,True,7,0,1,1,True,13,4945.0,27,6567.0,4,186945.0,51,37734.0
6,33484.0,red  ,False,True,True,False,False,False,3,1,0,0,True,20,48743.0,16,1625231.0,13,741.0,33,16503.0
18,8116730.0,blue ,False,False,False,False,False,False,1,1,0,0,False,23,67584.0,18,364125.0,1,163904.0,53,20828.0
32,344466.0,red  ,True,False,False,True,True,True,11,2,1,3,True,24,64397.0,29,51000.0,23,38513.0,74,47133.0
18,4931.0,red  ,False,False,True,True,False,False,2,2,0,0,False,27,135201.0,38,2209961.0,15,15887.0,79,3904.0
14,52322.0,blue ,False,False,True,False,False,False,1,3,0,0,False,22,355907.0,25,37988.0,26,103825.0,64,26100.0
23,4245.0,red  ,False,False,True,False,True,True,7,2,1,1,True,22,55027.0,25,1487661.0,33,36164.0,76,130458.0
15,27227.0,red  ,True,False,True,True,True,True,6,2,1,1,True,17,85714.0,22,1487661.0,26,4986.0,46,31238.0
29,46302.0,red  ,False,False,True,False,False,False,3,3,0,0,False,31,102358.0,35,13357.0,28,144829.0,77,344910.0
15,1147456.0,red  ,True,False,False,False,False,False,2,0,0,0,False,26,57661.0,16,7879.0,11,26196.0,52,50367.0
15,144256.0,red  ,False,False,False,True,False,False,3,1,0,0,False,29,132358.0,18,79241.0,26,38892.0,31,4025508.0
17,360750.0,blue ,False,False,False,False,False,False,1,1,0,0,False,28,1620150.0,13,4146.0,18,369848.0,53,35171.0
11,12187.0,blue ,False,False,False,False,False,False,0,0,0,0,False,26,50644.0,21,65951.0,23,31097.0,47,250044.0
15,22277.0,red  ,True,False,True,True,True,True,8,2,1,1,True,32,104199.0,24,34030.0,13,176027.0,50,22810.0
23,138955.0,red  ,False,False,False,False,False,False,0,0,0,0,False,17,740663.0,15,1212898.0,18,51409.0,41,4677.0
7,208422.0,blue ,True,True,True,True,False,True,5,3,0,1,True,28,152278.0,21,1212898.0,63,160627.0,74,23346.0
24,906268.0,blue ,True,True,False,False,False,False,3,0,0,0,False,21,328305.0,16,13576.0,30,166760.0,38,403447.0
12,1295381.0,red  ,False,True,False,False,False,False,2,0,0,0,False,14,1019440.0,16,18922.0,18,1077.0,39,56666.0
20,751884.0,blue ,True,True,True,False,True,True,9,4,1,2,True,49,1084980.0,10,28087.0,32,36204.0,73,249151.0
25,4979.0,red  ,False,False,True,False,True,True,8,1,1,2,False,43,625.0,35,55198.0,31,501696.0,106,872812.0
45,209023.0,red  ,True,False,False,False,False,False,9,2,1,2,True,40,113422.0,44,39500.0,23,192295.0,83,656685.0
17,86450.0,red  ,True,True,False,True,True,True,9,1,1,1,True,26,482985.0,28,508105.0,14,227878.0,52,30401.0
19,26662.0,blue ,True,False,False,True,False,False,4,0,0,0,False,22,2218.0,19,14850.0,21,986.0,68,45737.0
18,1372910.0,red  ,False,True,False,False,True,True,5,1,1,1,True,15,81602.0,31,749.0,22,177871.0,44,5290.0
27,31208.0,blue ,False,False,False,False,False,False,2,0,0,0,False,17,1620150.0,20,2770.0,30,176691.0,51,223360.0
15,25183.0,blue ,False,False,False,False,True,True,9,2,1,2,True,17,647442.0,29,25342.0,6,26961.0,67,5236.0
9,460522.0,red  ,True,False,True,False,False,True,9,2,0,2,True,31,570708.0,15,173134.0,9,9764.0,42,1871723.0
17,600755.0,blue ,False,True,True,False,True,True,10,4,1,3,True,48,69845.0,38,91069.0,21,40419.0,83,8933.0
18,476924.0,red  ,False,False,True,False,True,True,10,3,2,1,True,34,227227.0,30,147662.0,19,345882.0,81,28702.0
20,29913.0,red  ,True,True,True,True,False,False,3,2,0,0,False,18,277425.0,21,117115.0,17,3870.0,51,48264.0
20,54990.0,red  ,False,True,True,True,True,True,7,3,1,1,True,33,1135980.0,15,703824.0,25,383098.0,51,218952.0
12,20637.0,blue ,True,True,True,False,False,True,5,3,0,1,True,27,21346.0,25,97451.0,28,124011.0,20,383554.0
20,97178.0,blue ,False,True,False,False,False,False,3,2,0,0,False,28,466499.0,39,154239.0,20,54149.0,72,788959.0
19,13742.0,blue ,False,True,True,True,True,True,11,3,1,3,True,18,1205.0,29,508105.0,24,339424.0,74,796354.0
18,94167.0,blue ,True,True,True,True,True,True,11,3,1,3,True,15,84483.0,11,45403.0,18,995174.0,54,48725.0
30,31298.0,blue ,True,True,True,True,True,True,8,3,1,1,True,51,136844.0,15,26608.0,36,348631.0,65,1235493.0
12,57569.0,blue ,True,False,True,False,True,True,7,2,1,1,True,20,5790.0,24,1922455.0,26,119341.0,49,496263.0
16,937966.0,blue ,False,True,True,True,False,False,1,1,0,0,False,20,2694.0,8,37981.0,17,26116.0,32,1692.0
19,8381.0,blue ,True,True,False,False,False,False,3,0,0,0,False,19,88991.0,20,1268.0,13,55024.0,23,261847.0
12,21209.0,red  ,False,False,False,False,False,False,3,1,0,0,False,23,33851.0,21,549904.0,22,8482.0,46,40918.0
26,1356192.0,blue ,True,True,True,True,False,True,10,1,0,2,True,32,10719.0,20,33239.0,28,75868.0,48,289783.0
27,40180.0,red  ,True,False,False,True,False,True,9,1,0,1,True,12,28888.0,18,13742.0,15,20124.0,30,1531243.0
26,61815.0,red  ,True,False,False,True,True,True,6,2,1,1,False,30,26155.0,19,1676688.0,27,6914.0,67,262236.0
16,29470.0,red  ,False,False,True,False,True,True,9,3,1,2,True,31,102650.0,11,1390510.0,46,1609407.0,89,69161.0
22,423733.0,blue ,False,False,True,True,True,True,10,4,1,2,True,29,1081319.0,20,500071.0,19,9047.0,73,95390.0
25,251789.0,blue ,False,False,False,False,False,False,2,0,0,0,False,13,10571.0,19,652152.0,12,221958.0,49,15275.0
20,613.0,red  ,False,False,False,True,False,False,4,2,0,0,False,26,74051.0,17,238883.0,5,190372.0,46,89291.0
11,40257.0,blue ,True,True,False,True,False,True,9,2,0,1,True,20,139397.0,13,18707.0,18,45235.0,45,119936.0
22,100402.0,red  ,False,True,False,False,False,False,2,0,0,0,False,19,142033.0,12,8482.0,17,27456.0,44,76839.0
11,39626.0,red  ,True,True,False,False,True,True,8,2,1,1,True,21,71546.0,22,841696.0,24,171237.0,58,85891.0
32,184520.0,blue ,False,False,False,True,False,False,4,1,0,0,False,21,38631.0,23,414197.0,38,147849.0,86,1510.0
30,3819.0,red  ,True,True,False,False,True,True,9,3,1,1,True,45,107770.0,14,10135.0,21,125490.0,61,278846.0
36,786165.0,blue ,False,True,False,False,False,False,4,1,0,0,False,21,266475.0,14,100098.0,15,82759.0,66,267159.0
10,449607.0,red  ,False,False,False,False,False,False,0,0,0,0,False,20,38835.0,14,279417.0,13,85087.0,29,120306.0
9,58181.0,blue ,False,False,False,False,False,False,0,0,0,0,False,12,136366.0,15,60931.0,11,76373.0,23,3334909.0
13,130118.0,red  ,True,True,True,True,True,True,8,2,1,1,True,14,67914.0,11,2209961.0,8,320020.0,31,15992.0
36,3469022.0,blue ,True,False,True,True,True,True,9,5,2,2,True,37,89881.0,27,15008.0,35,481487.0,98,13828.0
23,223726.0,blue ,True,True,False,True,True,True,9,2,1,2,True,28,1301450.0,19,384499.0,16,305776.0,44,561595.0
10,112157.0,red  ,True,False,True,True,False,True,7,3,0,1,True,16,5414.0,17,2209961.0,18,121894.0,38,218320.0
17,73998.0,red  ,False,False,False,False,False,False,2,1,0,0,False,18,732544.0,21,112136.0,15,95319.0,25,224385.0
15,90467.0,red  ,False,True,False,False,False,False,4,2,0,0,False,23,139397.0,16,155102.0,13,231322.0,64,6707.0
29,203609.0,blue ,False,True,True,True,False,False,2,1,0,0,False,20,5252.0,28,5257.0,18,231322.0,49,225471.0
24,316392.0,red  ,True,True,True,True,True,True,10,3,1,2,True,36,315228.0,19,248263.0,21,131386.0,55,52732.0
15,71854.0,red  ,False,False,True,True,True,True,10,4,1,2,True,34,1084980.0,24,2517.0,32,1609407.0,37,218952.0
10,17492.0,red  ,False,False,False,False,False,False,1,0,0,0,False,15,20124.0,12,100098.0,8,205977.0,25,568260.0
26,263599.0,red  ,True,False,True,False,True,True,10,3,2,2,True,48,1746.0,18,244127.0,22,471160.0,61,141746.0
25,15685.0,blue ,False,False,True,True,False,False,4,1,0,0,False,33,339247.0,33,68194.0,44,151487.0,90,98774.0
22,84608.0,blue ,True,False,False,True,True,True,9,4,2,2,True,17,1145713.0,45,461981.0,39,522909.0,70,58397.0
13,277640.0,blue ,False,False,True,False,False,False,0,2,0,0,False,21,88874.0,22,20832.0,13,159229.0,44,1301151.0
27,786165.0,red  ,True,True,True,True,True,False,6,5,1,0,False,34,201704.0,17,1080982.0,43,193004.0,72,391377.0
15,41064.0,red  ,False,False,False,False,False,False,1,0,0,0,False,11,94957.0,11,490912.0,13,369848.0,42,548802.0
14,55548.0,blue ,False,True,True,False,False,False,2,3,0,0,False,32,269263.0,17,41254.0,13,411407.0,20,2457.0
17,110686.0,red  ,False,False,False,False,False,False,2,1,0,0,False,45,122199.0,18,1026814.0,12,65997.0,46,3551.0
34,135959.0,red  ,False,True,False,False,True,True,7,2,1,1,False,36,86068.0,42,652745.0,18,24320.0,66,24344.0
17,65692.0,blue ,True,False,False,False,False,False,2,0,0,0,False,20,16132.0,18,9840.0,9,213285.0,37,134565.0
20,273076.0,blue ,False,False,False,False,False,False,3,0,0,0,False,23,82711.0,30,27818.0,22,1605002.0,78,71456.0
20,15913.0,red  ,False,False,False,False,False,False,1,0,0,0,False,15,74193.0,13,83901.0,11,205977.0,39,6812.0
47,16068.0,red  ,False,True,True,False,True,False,7,4,2,1,True,43,48440.0,34,46592.0,26,7066.0,58,34201.0
34,5138.0,blue ,False,False,False,True,False,False,3,0,0,0,False,71,146481.0,20,1676688.0,29,177356.0,49,89668.0
32,43883.0,blue ,True,False,False,False,True,True,11,3,1,2,True,32,592776.0,39,2592.0,31,75868.0,72,65111.0
12,47300.0,red  ,True,True,True,True,True,True,6,2,2,1,True,29,23474.0,16,66063.0,12,2262852.0,49,9281.0
26,38170.0,blue ,True,True,True,True,True,True,9,3,1,2,True,26,134711.0,14,671703.0,12,180536.0,45,218952.0
29,12760.0,red  ,True,False,True,True,True,True,11,3,2,5,True,40,516781.0,20,79241.0,33,39020.0,77,54259.0
19,145842.0,red  ,False,False,False,False,False,True,8,1,0,1,True,26,61596.0,21,42249.0,31,1609407.0,44,908.0
35,520184.0,blue ,False,False,False,False,False,False,1,0,0,0,False,16,126924.0,24,123690.0,15,2061.0,50,796354.0
19,134958.0,red  ,False,True,False,False,False,False,0,0,0,0,False,21,4187.0,15,147662.0,10,111449.0,61,37734.0
33,443873.0,blue ,False,False,False,False,False,True,10,4,1,3,True,37,38958.0,37,10375.0,50,277904.0,71,160834.0
21,32960.0,blue ,True,True,True,False,False,True,8,2,0,2,True,18,26790.0,28,209396.0,21,84224.0,57,31015.0
31,48656.0,red  ,True,False,True,False,False,False,3,3,0,0,False,46,71607.0,13,27237.0,22,35444.0,60,249068.0
9,109846.0,red  ,False,False,True,True,False,False,3,1,0,0,False,31,2790.0,16,99584.0,38,4319.0,44,11581.0
21,1372910.0,blue ,True,False,True,True,True,True,9,2,1,2,True,14,45374.0,22,61741.0,22,56799.0,40,1834454.0
17,196043.0,red  ,False,False,False,False,False,False,3,1,0,0,False,31,31701.0,11,1773773.0,19,324500.0,45,110269.0
32,58581.0,blue ,True,False,True,True,True,True,11,5,2,2,True,43,2005529.0,39,574656.0,32,280845.0,109,53542.0
10,355701.0,red  ,False,True,True,False,True,True,9,2,1,2,True,23,143660.0,25,5167.0,19,142557.0,55,267407.0
26,57778.0,red  ,False,True,True,False,True,False,4,1,1,0,False,24,32143.0,26,133213.0,22,20377.0,63,5626.0
29,8381.0,blue ,True,True,False,True,False,True,7,2,0,1,True,31,43907.0,33,68483.0,19,189049.0,33,267159.0
12,54131.0,red  ,True,True,True,True,True,True,7,2,1,1,True,20,97510.0,16,35038.0,16,49387.0,26,118153.0
35,436625.0,red  ,False,False,False,True,False,True,8,1,0,1,False,34,4503.0,27,61058.0,23,5644.0,72,799132.0
36,181343.0,red  ,False,False,True,False,True,True,8,4,1,3,True,48,66164.0,19,342200.0,56,219331.0,95,39282.0
30,128935.0,red  ,False,False,False,False,False,False,3,1,0,0,False,32,1209482.0,19,11295.0,36,4677.0,41,34902.0
17,12182.0,blue ,False,False,False,False,False,False,3,0,0,0,False,34,1692022.0,20,245540.0,22,142557.0,46,14301.0
44,9947.0,blue ,True,False,False,True,False,False,4,2,0,0,False,63,54758.0,19,427781.0,31,203382.0,64,9407.0
12,1372910.0,blue ,True,True,False,True,False,False,3,0,0,0,False,23,194255.0,12,453701.0,18,44238.0,42,1553576.0
22,73551.0,blue ,False,False,False,False,True,True,10,2,1,2,True,22,10656.0,13,558629.0,31,65997.0,40,501049.0
15,355701.0,red  ,True,False,True,True,True,True,10,3,1,2,True,21,1081319.0,32,1580191.0,25,40522.0,48,7300.0
11,93067.0,red  ,False,True,False,False,False,False,1,0,0,0,False,18,81565.0,16,41109.0,9,95092.0,22,12388.0
41,10884.0,red  ,False,True,False,False,True,False,5,0,2,1,True,44,81565.0,36,14501.0,38,20223.0,66,26541.0
38,156539.0,blue ,True,False,False,False,True,True,8,4,2,2,True,55,81565.0,40,64543.0,66,186791.0,104,1834454.0
20,12787.0,blue ,True,False,True,True,False,True,9,3,0,2,True,24,94945.0,19,80460.0,9,6157.0,41,528535.0
23,231691.0,red  ,False,False,False,False,True,False,8,3,2,1,True,37,626534.0,49,61010.0,31,214482.0,83,16579.0
23,71596.0,red  ,False,False,True,True,True,True,8,2,1,1,True,29,409661.0,20,221673.0,34,6175.0,89,349472.0
23,8766.0,blue ,True,False,True,False,True,False,7,2,1,0,True,22,409661.0,19,706026.0,22,127316.0,52,7612.0
22,83667.0,red  ,False,True,False,False,False,False,4,1,0,0,True,15,1371.0,16,906554.0,17,121894.0,24,671391.0
21,9851.0,blue ,True,False,True,True,False,False,4,2,0,0,False,44,71546.0,38,10387.0,27,44132.0,77,372390.0
15,1033136.0,red  ,False,False,False,False,False,False,2,0,0,0,False,30,35855.0,35,4219.0,17,91606.0,58,403447.0
35,39034.0,blue ,True,False,True,False,False,True,9,2,0,3,True,31,76985.0,20,6847.0,21,102435.0,63,24344.0
26,73925.0,red  ,True,True,True,False,False,False,4,3,0,0,False,47,54652.0,27,305.0,35,219523.0,77,94941.0
10,679210.0,red  ,False,False,False,False,False,False,1,1,0,0,False,15,193298.0,12,35746.0,8,20566.0,52,207286.0
17,4799.0,blue ,True,False,True,True,True,True,9,3,1,2,True,29,140824.0,19,166483.0,12,191729.0,63,97696.0
24,41807.0,blue ,True,False,True,False,True,False,6,3,1,0,True,20,226731.0,36,50257.0,27,22325.0,68,149975.0
17,33589.0,red  ,False,False,False,False,False,False,1,0,0,0,False,16,1211.0,14,8116730.0,9,17354.0,32,42791.0
19,78663.0,red  ,True,False,False,True,True,True,10,4,1,3,True,32,46084.0,37,2888.0,22,115181.0,79,86288.0
14,50329.0,red  ,False,False,False,False,False,False,1,0,0,0,False,30,172249.0,15,8096.0,8,200904.0,37,4025508.0
22,493823.0,blue ,True,False,False,False,False,False,3,0,0,0,False,36,113499.0,35,39259.0,38,25063.0,82,126417.0
20,631455.0,red  ,False,True,False,False,False,False,0,1,0,0,False,10,19965.0,16,40642.0,14,59310.0,35,16900.0
36,264626.0,blue ,True,False,False,False,True,False,3,1,2,0,False,51,2678537.0,17,119386.0,19,85714.0,50,2507091.0
17,56770.0,blue ,True,False,True,False,False,True,9,4,1,2,True,40,1135980.0,32,196855.0,27,155852.0,73,121543.0
14,46302.0,red  ,True,False,False,False,False,False,4,1,0,0,True,25,131332.0,25,55198.0,31,126251.0,51,18283.0
18,29356.0,red  ,False,True,False,False,False,False,5,1,0,1,False,18,24264.0,23,103388.0,19,849948.0,34,11938.0
21,3496.0,red  ,False,True,True,False,True,True,9,2,1,2,True,30,5217.0,14,92751.0,15,15500.0,40,208158.0
12,13835.0,red  ,False,True,False,False,True,False,6,0,1,1,True,32,512484.0,13,46356.0,25,299444.0,64,36180.0
13,53769.0,blue ,False,True,False,False,False,False,1,0,0,0,False,10,54619.0,14,44843.0,7,117438.0,27,1009.0
14,581393.0,red  ,True,True,True,True,True,True,10,3,1,2,True,27,328980.0,12,189391.0,24,501696.0,48,1301151.0
13,3444.0,red  ,True,False,False,False,False,False,4,2,0,0,False,30,111148.0,35,181343.0,37,219331.0,49,155268.0
26,23311.0,blue ,False,True,True,False,True,False,0,4,1,0,False,31,478730.0,27,537.0,28,113421.0,71,313668.0
19,235932.0,blue ,True,False,False,True,False,False,4,1,0,0,False,31,266475.0,30,2306.0,39,7834.0,81,55759.0
22,2105959.0,red  ,False,True,False,False,False,False,1,0,0,0,False,45,136844.0,29,188609.0,20,60117.0,53,117701.0
17,103168.0,blue ,False,False,False,False,False,False,1,0,0,0,False,14,39283.0,11,1531243.0,11,246038.0,25,671.0
21,20748.0,blue ,True,True,False,True,True,True,9,2,1,2,True,37,169147.0,19,1689577.0,19,501439.0,52,34445.0
34,26361.0,red  ,False,True,False,False,False,False,7,3,1,1,True,50,20124.0,39,117105.0,37,189670.0,66,33732.0
20,4762422.0,blue ,True,False,False,False,True,True,7,2,1,1,True,20,872343.0,23,53569.0,21,280593.0,64,333835.0
