top_vs,top_mastery,side,first_brick,first_blood,first_dragon,first_herald,first_baron,first_inhib,num_towers,num_dragons,num_barons,num_inhibs,result,jungle_vs,jungle_mastery,mid_vs,mid_mastery,adc_vs,adc_mastery,sup_vs,sup_mastery
18,309065.0,blue ,False,False,False,True,False,False,7,1,0,0,False,28,21614.0,20,4219.0,13,155238.0,44,139381.0
14,7929.0,red  ,True,False,True,True,True,True,11,3,1,2,True,36,20696.0,15,541495.0,22,283969.0,51,420770.0
9,152667.0,blue ,False,False,True,True,False,False,1,3,0,0,False,16,18376.0,22,14298.0,12,91712.0,35,172634.0
21,97739.0,blue ,False,True,False,False,False,False,3,2,0,0,False,27,76127.0,16,319925.0,23,59635.0,46,62671.0
10,87560.0,blue ,True,True,True,True,False,True,10,2,0,2,True,21,75951.0,17,33361.0,21,324500.0,51,207517.0
24,110686.0,blue ,False,False,False,True,True,True,6,1,1,1,False,37,2057.0,16,91849.0,28,112618.0,88,25084.0
13,65035.0,blue ,False,False,False,False,True,False,1,0,1,0,False,19,29549.0,20,2317.0,15,29615.0,38,46673.0
21,155752.0,blue ,True,False,True,True,True,True,10,3,1,2,True,34,201704.0,14,1390510.0,9,369033.0,68,135240.0
16,164979.0,red  ,True,False,True,False,False,False,5,2,0,0,True,45,1081319.0,7,2112364.0,19,24054.0,35,90385.0
18,29913.0,blue ,True,True,False,True,False,False,2,0,0,0,False,15,160783.0,13,1487661.0,13,70825.0,59,18998.0
27,29913.0,blue ,True,False,True,False,True,True,8,3,1,1,True,41,1462832.0,20,209396.0,5,101355.0,46,628000.0
26,70774.0,blue ,True,True,False,True,True,True,9,0,1,1,True,29,177076.0,22,81791.0,18,101355.0,39,81999.0
24,21133.0,blue ,False,True,False,False,False,False,3,1,0,0,False,47,67674.0,43,151119.0,51,160627.0,70,30419.0
51,72266.0,red  ,False,False,True,True,True,True,10,3,2,2,True,62,80750.0,30,55955.0,18,1334202.0,62,4025508.0
26,72266.0,blue ,False,True,True,False,False,False,1,2,0,0,False,20,74366.0,25,906554.0,11,66761.0,64,1383883.0
24,73551.0,red  ,True,True,False,True,False,False,4,0,0,0,False,38,38481.0,29,64775.0,22,231322.0,63,152893.0
16,73551.0,red  ,True,True,True,False,False,False,4,3,0,0,False,28,12593.0,25,1127612.0,26,51800.0,61,45864.0
25,130227.0,red  ,True,False,True,False,True,True,9,4,1,1,True,33,326922.0,22,69354.0,13,72959.0,52,62107.0
18,18648.0,red  ,False,False,False,False,True,True,9,3,1,1,True,35,4666.0,33,20692.0,56,248097.0,83,205032.0
20,42048.0,red  ,False,True,True,False,True,True,11,3,1,3,True,35,103733.0,21,209396.0,21,163904.0,52,36044.0
9,80405.0,red  ,False,True,False,False,False,False,1,0,0,0,False,26,66164.0,9,7743.0,14,9246.0,19,20957.0
25,167359.0,blue ,False,False,False,False,False,False,2,1,0,0,False,34,2005529.0,23,1291594.0,15,133821.0,40,178355.0
13,50790.0,blue ,True,False,False,True,False,False,3,0,0,0,False,24,34983.0,18,102631.0,18,219331.0,38,397570.0
14,372594.0,blue ,True,False,False,True,False,False,3,1,0,0,True,37,1095182.0,23,68483.0,16,12793.0,40,8582.0
11,6282.0,blue ,True,True,True,True,False,False,4,2,0,0,False,30,532146.0,13,68472.0,6,95092.0,37,289241.0
16,46693.0,blue ,False,False,True,False,False,False,5,2,0,0,True,14,150678.0,9,852885.0,16,277904.0,54,83028.0
14,412623.0,red  ,True,False,True,True,True,False,5,1,1,0,False,28,275618.0,18,29174.0,21,320020.0,78,1383883.0
21,700581.0,red  ,True,True,True,True,False,True,6,4,0,1,False,50,607029.0,16,559096.0,37,40320.0,78,2507091.0
15,132266.0,blue ,False,True,False,True,False,False,2,1,0,0,False,19,482985.0,17,2936.0,17,32467.0,62,41330.0
28,187978.0,red  ,False,True,True,False,False,False,5,3,1,0,True,45,496762.0,56,59304.0,66,38892.0,66,1589.0
20,620556.0,red  ,False,False,False,False,False,False,0,1,0,0,False,16,1596410.0,16,2495091.0,31,123937.0,38,31311.0
19,123690.0,blue ,True,True,True,True,True,True,11,3,1,3,True,39,1095182.0,21,151646.0,15,35832.0,48,164525.0
23,8766.0,blue ,True,True,False,False,False,True,9,1,0,2,True,25,592776.0,15,19941.0,31,1605002.0,34,26116.0
14,78067.0,blue ,True,True,False,True,True,True,10,1,1,2,True,28,69845.0,20,54214.0,12,54084.0,34,213963.0
29,56611.0,blue ,True,True,True,True,True,True,11,1,2,3,True,38,300878.0,26,26370.0,26,23300.0,56,431083.0
18,2076225.0,red  ,False,False,False,False,False,False,1,0,0,0,False,18,14186.0,7,1067245.0,9,67875.0,35,385091.0
27,83775.0,blue ,False,False,False,True,False,False,1,0,0,0,False,34,60716.0,9,46592.0,21,139402.0,53,11577.0
10,153398.0,red  ,True,True,False,True,False,True,10,1,0,1,True,17,335488.0,15,105457.0,29,72288.0,43,87428.0
15,125914.0,blue ,True,True,True,True,False,True,9,2,0,1,True,10,62445.0,25,219511.0,12,25448.0,42,93985.0
31,210965.0,red  ,False,False,True,True,True,True,9,3,1,1,True,32,67103.0,27,44038.0,9,6796.0,75,134673.0
24,210965.0,red  ,False,True,False,True,False,False,1,0,0,0,False,19,59150.0,18,109246.0,12,14301.0,35,2500.0
49,78663.0,red  ,True,False,True,False,True,True,8,3,2,2,True,26,17136.0,32,46036.0,55,1609407.0,88,247164.0
12,55681.0,blue ,True,True,True,True,False,False,7,2,0,1,True,22,73643.0,15,33626.0,28,91044.0,55,1748971.0
13,3766.0,blue ,False,False,True,False,False,False,1,1,0,0,False,19,3214.0,15,12361.0,9,240660.0,41,52302.0
35,2901.0,red  ,True,True,False,True,True,True,10,3,2,2,True,33,5366.0,26,452288.0,26,157780.0,74,3821.0
19,7012.0,red  ,False,False,False,False,False,False,2,1,0,0,False,26,286912.0,14,28064.0,22,2262852.0,42,13181.0
17,898588.0,red  ,True,True,False,False,True,True,8,1,1,1,False,31,2218.0,16,18898.0,20,39457.0,106,247164.0
15,4635.0,red  ,True,True,True,True,True,True,9,3,1,1,True,32,3366.0,21,18226.0,25,186126.0,44,149975.0
6,499797.0,blue ,False,False,False,True,False,True,10,0,0,4,True,24,49507.0,20,40872.0,17,35963.0,53,1955.0
22,14681.0,blue ,True,True,True,True,False,False,3,2,0,0,False,31,98751.0,19,261717.0,18,133016.0,50,8997.0
17,13659.0,red  ,False,False,False,True,False,False,0,1,0,0,False,24,1839.0,17,2473.0,20,20225.0,53,147518.0
28,1720895.0,red  ,False,True,False,False,True,True,9,2,1,2,True,26,326922.0,30,244128.0,44,35444.0,72,22648.0
29,12926.0,red  ,False,True,True,True,True,True,9,3,2,1,True,41,22069.0,41,17439.0,24,40874.0,83,728435.0
22,36008.0,red  ,True,True,True,True,True,True,11,3,1,3,True,20,201704.0,10,51079.0,12,28823.0,40,17820.0
11,161426.0,blue ,True,True,True,True,False,False,2,1,0,0,False,30,300878.0,12,62723.0,10,277425.0,27,403447.0
15,37126.0,red  ,False,True,True,True,False,False,4,2,0,0,False,23,84402.0,23,83775.0,17,37793.0,57,71129.0
22,13357.0,blue ,False,False,False,False,False,False,0,1,0,0,False,29,29452.0,34,50409.0,25,57885.0,37,4577.0
16,1356.0,blue ,True,False,True,False,False,False,2,1,0,0,False,19,45470.0,11,2209961.0,6,80465.0,27,153154.0
22,168857.0,blue ,False,True,False,False,False,False,1,1,0,0,False,28,19027.0,17,414197.0,15,82759.0,50,56958.0
13,520340.0,blue ,False,False,True,False,False,False,2,1,0,0,False,13,81602.0,15,23409.0,18,21986.0,61,214935.0
18,455087.0,red  ,True,True,False,False,False,False,1,0,0,0,False,19,786165.0,18,199069.0,14,63132.0,39,63824.0
24,10025.0,blue ,True,True,True,True,False,False,4,4,0,0,False,20,315228.0,37,181343.0,14,48431.0,85,385091.0
29,137736.0,red  ,False,False,True,False,True,False,5,2,1,0,True,30,359183.0,14,56339.0,31,45157.0,52,287311.0
11,29275.0,blue ,False,False,False,True,False,False,1,0,0,0,False,18,76420.0,14,86577.0,9,100888.0,25,227981.0
16,180088.0,blue ,True,False,False,True,True,True,10,2,1,2,True,15,308154.0,12,1625231.0,22,95319.0,44,247164.0
28,5638.0,red  ,False,True,False,False,False,False,5,2,0,0,False,40,114526.0,37,6384.0,23,157780.0,59,80338.0
12,119186.0,blue ,True,True,True,False,False,True,10,3,0,2,True,38,1019440.0,24,340720.0,27,142557.0,44,1301151.0
31,142759.0,blue ,True,True,True,True,True,True,9,4,1,1,True,26,2913.0,34,54944.0,25,29487.0,73,764371.0
18,142759.0,red  ,True,True,True,False,True,True,7,3,1,1,False,44,8069.0,30,110709.0,45,2341.0,62,36044.0
23,477194.0,blue ,True,False,False,True,False,False,4,1,0,0,False,14,8774.0,32,427781.0,14,85714.0,61,22810.0
41,21359.0,red  ,True,True,False,True,False,False,4,3,0,0,False,36,49507.0,21,180050.0,40,157416.0,58,30401.0
20,4432914.0,blue ,False,False,False,False,False,False,1,0,0,0,False,10,14894.0,15,1100524.0,23,43823.0,41,280275.0
17,62338.0,red  ,False,True,False,False,False,False,1,1,0,0,False,17,60823.0,11,67407.0,20,36164.0,47,23608.0
21,118712.0,red  ,True,False,True,True,False,False,4,1,0,0,False,27,47262.0,19,31160.0,16,128037.0,49,218171.0
9,45398.0,red  ,False,False,False,False,False,False,0,0,0,0,False,23,695134.0,13,50158.0,5,73217.0,16,23151.0
13,482683.0,red  ,True,True,True,True,True,True,9,3,1,1,True,19,468094.0,34,201713.0,23,200655.0,53,729950.0
29,44974.0,blue ,True,False,False,True,True,False,4,1,2,0,False,42,5625.0,26,1043028.0,40,50453.0,88,523647.0
28,69070.0,blue ,False,False,True,False,True,True,7,3,1,1,True,43,3158.0,34,96577.0,60,262791.0,91,261084.0
23,15200.0,blue ,True,False,True,False,True,True,11,2,1,3,True,31,43146.0,27,508105.0,20,213138.0,53,257476.0
15,355701.0,blue ,True,False,False,True,False,False,3,1,0,0,True,24,76127.0,11,82785.0,21,56384.0,38,206030.0
20,208422.0,blue ,True,True,True,False,True,True,10,3,1,2,True,27,52007.0,17,37717.0,23,12980.0,58,319707.0
42,78663.0,red  ,True,True,True,True,False,True,10,3,0,2,True,31,99284.0,16,62338.0,17,156693.0,67,69161.0
21,128935.0,red  ,False,False,False,False,False,False,2,1,0,0,False,30,85151.0,16,16067.0,22,124044.0,67,15220.0
15,19371.0,red  ,False,True,False,False,False,False,1,1,0,0,False,10,29179.0,25,34782.0,26,47293.0,52,88271.0
26,19371.0,blue ,False,True,True,True,True,True,9,4,1,3,True,26,29179.0,32,366218.0,42,29487.0,58,63824.0
39,140335.0,red  ,True,False,False,True,False,False,2,0,0,0,False,23,18218.0,18,4762422.0,27,997.0,65,81240.0
27,21793.0,blue ,False,False,False,False,True,True,9,3,1,2,True,32,102835.0,32,42411.0,23,134987.0,43,100754.0
13,71854.0,blue ,False,False,True,False,True,True,9,3,1,2,True,32,90184.0,13,12647.0,12,33533.0,51,51249.0
27,100402.0,red  ,False,True,False,False,True,True,6,3,1,1,False,36,55684.0,34,15858.0,34,191240.0,50,232272.0
5,181343.0,blue ,False,True,False,True,False,False,1,0,0,0,False,17,54652.0,13,695601.0,19,3927.0,42,114333.0
9,44264.0,red  ,True,True,False,True,True,True,10,1,1,2,True,24,1649601.0,38,49326.0,24,28823.0,43,90004.0
30,871459.0,red  ,False,False,False,False,True,False,2,0,1,0,False,43,7284.0,30,5502.0,27,32935.0,50,54259.0
15,83399.0,blue ,True,False,True,True,False,True,10,3,0,2,False,34,45821.0,34,232392.0,23,695654.0,76,1890211.0
24,12646.0,blue ,True,True,False,True,False,True,10,1,1,2,True,37,39180.0,44,58542.0,28,45849.0,92,13938.0
17,2302743.0,red  ,True,False,False,True,True,True,7,0,1,1,True,18,25678.0,21,1773773.0,14,1642924.0,71,62213.0
24,443873.0,blue ,False,True,False,True,False,False,3,0,1,0,False,35,14749.0,33,29001.0,42,112346.0,87,9650.0
9,499797.0,blue ,True,True,True,False,True,False,7,1,1,0,True,26,49742.0,16,40872.0,19,199656.0,38,1206809.0
15,22748.0,blue ,False,True,True,False,False,False,1,2,0,0,False,15,76127.0,18,32678.0,13,128037.0,73,27442.0
33,108640.0,red  ,True,True,True,True,False,False,2,3,0,0,False,28,32884.0,44,30161.0,18,72837.0,54,138535.0
9,462365.0,blue ,False,False,False,True,False,False,2,0,0,0,False,21,22580.0,8,45178.0,6,17858.0,11,41931.0
29,289284.0,blue ,False,True,False,True,True,False,5,3,1,0,False,40,1135980.0,25,44222.0,21,11640.0,58,8933.0
15,17851.0,blue ,True,True,True,False,False,True,8,2,0,1,True,28,47787.0,21,236733.0,16,519175.0,55,488847.0
26,9252.0,red  ,True,False,True,False,False,False,2,1,0,0,False,29,92093.0,24,87984.0,12,254539.0,58,134673.0
20,16869.0,red  ,True,False,True,True,True,True,8,4,1,2,True,30,299945.0,18,77589.0,22,232656.0,69,41330.0
26,208422.0,blue ,False,True,True,False,False,False,1,3,0,0,False,16,31671.0,27,234329.0,28,84812.0,74,3764.0
9,41881.0,red  ,False,False,False,False,False,False,4,1,0,1,False,38,23912.0,26,674167.0,30,37508.0,59,47506.0
15,525.0,blue ,True,True,False,True,False,False,2,0,0,0,False,21,1281.0,23,682998.0,34,28319.0,53,8820.0
7,14792.0,blue ,False,True,True,True,True,True,7,2,1,1,True,31,755707.0,22,43721.0,13,17820.0,41,1034803.0
14,30477.0,red  ,False,False,True,False,True,False,1,1,1,0,False,38,466499.0,25,200.0,38,187421.0,61,319707.0
22,23518.0,red  ,True,False,False,True,True,False,4,0,1,0,False,25,391744.0,23,1954.0,26,5952.0,43,1206942.0
43,227909.0,blue ,False,False,False,True,True,False,2,0,1,0,False,25,26280.0,16,4119.0,23,69573.0,73,2631.0
28,124736.0,blue ,True,True,True,True,False,False,7,1,1,1,True,25,997175.0,28,26350.0,41,98160.0,71,443451.0
21,34017.0,red  ,True,False,False,False,False,False,4,2,0,0,False,30,449354.0,12,200693.0,28,7829.0,63,420792.0
13,42048.0,red  ,True,True,False,False,False,False,6,2,0,0,False,28,106058.0,19,32915.0,18,430217.0,78,548802.0
23,15641.0,blue ,True,True,True,True,True,True,8,3,1,1,True,32,19786.0,25,128090.0,21,184884.0,49,32009.0
34,15884.0,blue ,True,True,False,True,False,False,8,1,1,1,True,42,59744.0,33,39955.0,21,13772.0,113,11752.0
12,86270.0,blue ,False,True,True,True,True,True,7,2,1,1,True,18,17760.0,20,36002.0,12,82759.0,51,173416.0
16,86270.0,blue ,True,True,True,True,True,True,11,4,2,3,True,32,1620150.0,16,545476.0,12,79530.0,76,20912.0
8,1385348.0,blue ,False,False,True,True,False,False,1,1,0,0,False,7,145842.0,10,58658.0,5,37982.0,15,4867.0
12,13096.0,blue ,True,False,True,False,True,True,10,3,1,2,True,30,825364.0,19,58365.0,21,162950.0,41,10061.0
27,39067.0,red  ,True,False,True,True,False,False,3,1,0,0,False,25,66630.0,20,274992.0,23,106662.0,52,330625.0
42,687497.0,red  ,False,False,False,True,True,True,11,3,2,3,True,10,1145713.0,28,24696.0,32,24769.0,36,54240.0
31,56611.0,red  ,False,False,True,True,False,True,7,3,1,1,True,11,14820.0,24,111808.0,13,44238.0,68,1383883.0
15,1843552.0,red  ,True,True,True,True,True,False,8,2,1,0,True,13,21487.0,10,228956.0,20,257528.0,36,1890211.0
35,3685.0,red  ,False,True,False,False,True,True,6,2,1,1,False,85,13427.0,34,12020.0,40,522819.0,59,2927.0
17,10685.0,red  ,True,True,True,True,True,True,7,2,1,1,True,19,315228.0,17,84327.0,13,370570.0,71,115602.0
28,62981.0,red  ,False,False,True,True,True,False,9,4,1,2,True,16,1145713.0,18,308127.0,25,46247.0,55,110032.0
7,86270.0,blue ,False,False,False,False,False,False,1,0,0,0,False,9,33741.0,12,308127.0,6,191168.0,32,106552.0
31,1089026.0,blue ,False,False,True,True,False,False,2,1,0,0,False,23,135201.0,27,81810.0,27,82606.0,69,413329.0
20,60267.0,red  ,True,False,True,True,True,True,11,2,1,3,True,20,1211.0,15,159935.0,24,33821.0,50,107350.0
20,342711.0,blue ,True,False,False,True,True,True,8,1,1,2,True,25,156183.0,17,319688.0,30,324500.0,50,1301151.0
24,142231.0,red  ,True,True,True,False,False,True,9,2,0,2,True,25,11790.0,16,59674.0,10,236721.0,43,117274.0
19,215119.0,blue ,True,True,False,True,False,False,6,2,1,0,True,39,8771.0,34,1332877.0,34,87814.0,88,23725.0
20,3095.0,blue ,True,True,True,True,True,True,11,4,1,4,True,29,592776.0,36,27244.0,46,4526.0,81,14045.0
35,208422.0,red  ,False,False,False,False,True,True,6,4,1,1,True,36,12626.0,35,280142.0,41,50019.0,90,60674.0
13,1418478.0,red  ,False,False,True,False,False,False,1,1,0,0,False,10,1145713.0,22,53550.0,28,1605002.0,30,20652.0
25,89398.0,blue ,False,False,True,True,False,False,5,1,0,0,False,42,82408.0,40,62723.0,35,100888.0,72,139281.0
21,3737.0,red  ,False,True,False,False,True,True,10,2,1,2,True,14,38104.0,24,587713.0,26,129547.0,72,110032.0
32,1843552.0,blue ,False,False,True,True,False,False,3,1,0,0,False,35,67674.0,22,9229.0,25,1605002.0,82,1034803.0
12,2500.0,red  ,True,False,False,True,False,False,1,0,0,0,False,22,66630.0,28,69354.0,11,1642924.0,51,10178.0
17,1465931.0,blue ,True,True,True,True,True,True,11,4,1,3,True,27,64302.0,28,852589.0,39,49387.0,49,1206809.0
14,71154.0,red  ,True,False,False,True,True,False,8,1,1,1,True,39,8924.0,24,112136.0,12,113698.0,47,14446.0
26,60193.0,red  ,True,True,True,False,False,False,11,4,1,3,True,56,294323.0,41,112136.0,40,53157.0,133,408511.0
13,462365.0,blue ,False,False,True,False,False,False,2,1,0,0,False,24,10935.0,24,428563.0,12,59560.0,55,208158.0
20,280773.0,red  ,True,False,True,False,True,False,4,3,1,0,True,29,53666.0,15,10000.0,8,347395.0,59,525813.0
17,28150.0,blue ,False,False,True,False,False,False,1,1,0,0,False,14,3102.0,13,3848266.0,18,294.0,43,34456.0
18,34178.0,blue ,False,False,True,True,False,False,2,1,0,0,False,30,532146.0,25,261717.0,15,45838.0,53,319707.0
18,17967.0,red  ,False,True,False,True,False,False,3,0,0,0,False,30,7073.0,39,40191.0,17,264534.0,59,6546.0
16,5376.0,blue ,True,False,True,False,False,False,1,2,0,0,False,13,327276.0,21,31349.0,20,69658.0,40,2492.0
25,7068.0,blue ,False,False,False,False,False,False,2,0,0,0,False,24,22632.0,21,7604.0,24,1094436.0,55,146720.0
11,44797.0,blue ,True,True,False,False,False,False,1,0,0,0,False,28,12894.0,11,329450.0,23,22959.0,32,7052.0
18,41150.0,red  ,False,True,False,True,False,False,3,0,0,0,False,25,11418.0,24,191890.0,13,449134.0,66,101654.0
17,83667.0,blue ,True,False,True,True,False,False,3,2,0,0,False,28,57038.0,24,9378.0,13,75060.0,65,21289.0
29,12631.0,blue ,True,True,False,True,False,True,9,2,0,1,True,30,2181.0,20,2517329.0,19,186791.0,55,168914.0
43,54619.0,red  ,True,True,True,True,True,False,9,2,2,0,False,56,17030.0,23,84327.0,44,5917.0,103,1168571.0
11,2302743.0,red  ,True,True,True,False,True,True,11,4,1,3,True,30,15088.0,35,21347.0,18,24320.0,47,173841.0
33,4647.0,blue ,False,False,False,False,False,False,3,0,0,0,False,18,93684.0,26,422761.0,17,99563.0,97,6205.0
19,55198.0,red  ,True,True,True,True,True,True,9,2,1,1,True,39,16786.0,26,209396.0,49,111023.0,54,78432.0
19,38274.0,blue ,True,True,True,True,False,True,7,2,0,1,True,18,160783.0,26,209396.0,28,202750.0,49,130198.0
19,124736.0,red  ,True,False,True,True,False,True,3,3,0,1,True,59,2790.0,23,17698.0,17,238133.0,30,872812.0
36,68364.0,blue ,False,True,True,True,True,False,2,2,1,0,False,33,181247.0,20,170127.0,16,66337.0,69,951373.0
23,60267.0,blue ,False,False,False,False,False,False,2,1,0,0,False,13,9555.0,15,21314.0,29,95791.0,46,53270.0
9,620556.0,red  ,False,True,False,False,False,False,1,1,0,0,False,16,18317.0,16,343895.0,27,29685.0,60,128871.0
47,1591262.0,red  ,False,False,False,False,False,False,5,2,1,0,False,22,139397.0,31,114403.0,67,138865.0,75,97530.0
25,22590.0,blue ,False,False,False,True,True,False,2,0,1,0,False,15,75951.0,37,66962.0,14,197165.0,48,6253.0
20,110686.0,red  ,True,False,True,True,True,True,6,4,1,1,True,37,75951.0,21,296265.0,23,173177.0,47,47133.0
19,1984.0,red  ,False,False,True,True,True,True,7,3,1,2,True,42,194255.0,9,453701.0,21,87541.0,72,69161.0
15,16181.0,blue ,False,False,True,True,True,True,9,3,1,1,True,20,79675.0,13,21314.0,12,32792.0,45,15855.0
13,230909.0,blue ,False,True,False,False,False,True,7,0,0,2,True,50,10056.0,20,653562.0,32,34282.0,45,47655.0
30,3016.0,red  ,True,False,True,False,False,False,3,3,0,0,False,28,76420.0,37,18111.0,10,1142.0,83,58877.0
5,622918.0,red  ,True,True,True,True,False,True,7,2,0,1,True,25,17208.0,20,3719552.0,11,30252.0,35,1553576.0
23,39034.0,red  ,True,True,True,True,False,True,6,2,0,1,True,18,339247.0,10,62885.0,18,249219.0,38,57756.0
26,140854.0,blue ,False,True,False,True,True,True,8,1,1,1,True,18,339247.0,30,674167.0,17,369033.0,53,1553576.0
18,25437.0,blue ,True,False,False,False,True,False,5,0,1,0,False,17,294383.0,9,221695.0,27,63216.0,48,19864.0
22,9939.0,red  ,True,False,True,True,True,True,11,2,1,3,True,17,10295.0,23,42783.0,15,17340.0,57,17183.0
26,4800.0,red  ,True,True,False,False,False,False,1,1,0,0,False,12,109622.0,13,92751.0,17,176016.0,65,1834454.0
21,25653.0,red  ,False,False,False,False,True,True,11,3,3,3,True,32,1395.0,58,380914.0,25,226923.0,70,1553576.0
32,13066.0,red  ,False,True,False,True,False,False,8,2,1,1,True,34,1620150.0,31,1676688.0,42,43700.0,86,8498.0
13,8945.0,blue ,False,True,False,False,False,False,2,0,0,0,False,26,1205045.0,32,508105.0,22,55756.0,32,88612.0
28,39360.0,red  ,True,False,True,False,True,True,11,4,2,2,True,32,102358.0,31,53286.0,17,39020.0,63,91149.0
32,2076225.0,blue ,True,True,False,True,False,True,9,2,0,1,True,42,626534.0,22,13742.0,22,245874.0,79,21320.0
15,231836.0,red  ,False,True,False,True,False,False,3,1,0,0,False,32,44467.0,17,2304673.0,16,369033.0,48,80003.0
22,59811.0,red  ,False,False,False,False,False,False,0,1,0,0,False,21,63614.0,11,25181.0,14,153569.0,38,512218.0
10,83667.0,blue ,False,True,False,False,False,False,1,0,0,0,False,18,446398.0,18,27818.0,10,467145.0,29,95927.0
9,42105.0,red  ,True,False,False,True,False,False,2,0,0,0,False,22,52008.0,17,3936.0,16,348631.0,37,7921.0
9,28947.0,blue ,False,False,False,False,False,False,0,0,0,0,False,23,77119.0,11,47185.0,5,40393.0,21,22368.0
10,253521.0,blue ,True,True,True,True,True,True,11,3,1,3,True,22,1692022.0,25,115284.0,10,72367.0,54,105981.0
16,37925.0,blue ,True,True,False,True,False,True,7,1,0,1,True,28,3146.0,18,50436.0,18,93381.0,42,182435.0
9,65002.0,blue ,True,False,True,True,True,True,11,2,1,1,True,21,38095.0,28,289054.0,20,19862.0,50,73043.0
21,51947.0,red  ,True,False,False,True,False,True,9,3,0,2,False,31,940409.0,13,19225.0,19,345882.0,73,849222.0
27,299511.0,blue ,False,True,False,False,False,False,1,0,0,0,False,19,709890.0,30,36981.0,23,25045.0,43,1390.0
31,163276.0,blue ,True,True,True,False,True,True,11,4,1,3,True,22,48440.0,16,232147.0,23,4986.0,59,41876.0
24,139409.0,red  ,True,True,True,True,True,True,11,3,2,3,True,40,19511.0,36,8116730.0,22,51800.0,66,385091.0
18,2741.0,blue ,True,True,True,True,True,False,10,3,2,3,True,45,76420.0,31,432517.0,29,276827.0,68,22580.0
23,15358.0,red  ,True,False,True,False,True,False,3,2,1,0,False,39,30769.0,31,219511.0,27,1618985.0,76,1125975.0
12,18669.0,blue ,True,True,True,False,True,False,3,3,1,0,False,27,36364.0,18,1618985.0,27,65997.0,56,170582.0
23,118301.0,blue ,False,False,False,True,False,False,2,0,0,0,False,26,210486.0,19,54990.0,22,200301.0,57,75251.0
25,188374.0,red  ,False,False,True,False,True,True,10,3,1,2,True,46,476205.0,21,56560.0,16,369848.0,54,17820.0
30,80222.0,red  ,False,True,False,False,False,False,2,2,1,0,False,30,232782.0,24,50232.0,28,153610.0,79,151097.0
21,620556.0,blue ,False,False,False,False,False,False,0,0,0,0,False,32,2005529.0,19,520184.0,15,2262852.0,34,69111.0
15,1227843.0,blue ,False,False,False,False,False,True,9,2,0,2,True,33,59964.0,39,2916.0,12,280593.0,51,362364.0
30,56593.0,red  ,False,True,False,False,False,False,0,0,0,0,False,13,108405.0,19,89753.0,29,740863.0,65,22676.0
16,186745.0,blue ,False,False,False,False,False,False,2,0,0,0,False,15,31905.0,11,1002321.0,15,83139.0,75,44695.0
24,210965.0,blue ,True,False,True,False,False,False,2,1,0,0,False,26,49712.0,19,20796.0,21,217841.0,39,91324.0
26,190120.0,blue ,False,False,False,False,False,False,5,0,0,0,False,23,600530.0,23,210341.0,15,38341.0,71,91324.0
23,28920.0,blue ,False,False,False,True,True,True,10,1,1,2,True,22,66164.0,29,51000.0,28,227547.0,44,15249.0
11,25307.0,red  ,False,True,False,False,False,False,2,1,0,0,False,26,1654.0,19,74394.0,14,481487.0,60,117501.0
35,16696.0,red  ,True,True,True,False,False,False,6,4,0,0,False,36,417505.0,22,7474.0,15,34301.0,72,188.0
6,162280.0,red  ,False,False,False,False,False,False,1,1,0,0,False,22,289369.0,11,184520.0,16,219331.0,29,1301151.0
15,289284.0,red  ,True,False,False,True,False,False,1,0,0,0,False,25,289369.0,11,13055.0,12,862287.0,48,8244.0
23,21709.0,blue ,True,True,True,True,False,False,6,1,0,0,False,40,96593.0,29,5139.0,26,411407.0,74,53098.0
20,198804.0,blue ,False,False,False,True,True,True,11,0,2,3,True,22,85714.0,20,1100524.0,42,90359.0,104,408511.0
27,3802.0,red  ,False,False,False,False,True,True,7,2,1,1,True,36,154190.0,21,61251.0,21,37987.0,53,35492.0
13,27284.0,red  ,False,False,False,False,False,False,1,0,0,0,False,10,108853.0,18,181343.0,12,100888.0,27,139281.0
31,120121.0,blue ,True,True,False,True,False,False,5,0,0,0,False,26,12027.0,11,56197.0,8,99563.0,52,73057.0
11,679210.0,red  ,True,True,False,True,True,True,10,1,1,1,True,25,88203.0,20,24839.0,11,159103.0,41,1500204.0
22,44797.0,red  ,True,False,True,False,False,False,3,2,0,0,False,28,75608.0,29,9291.0,42,53651.0,40,24098.0
19,181343.0,red  ,False,False,False,True,False,False,1,0,0,0,False,17,29881.0,14,2832253.0,12,70384.0,50,1125975.0
17,2399805.0,blue ,False,True,True,False,True,True,11,3,1,3,True,18,60541.0,17,6796.0,32,65997.0,50,1519873.0
21,1372910.0,blue ,False,True,False,False,False,False,2,0,0,0,False,17,69454.0,14,11010.0,14,15756.0,44,5152.0
21,898588.0,red  ,True,False,True,False,True,True,11,3,1,3,True,26,997175.0,14,32118.0,11,155803.0,44,397570.0
31,7467.0,red  ,True,True,True,True,False,False,5,3,1,0,False,42,38481.0,44,219302.0,42,29992.0,58,58397.0
18,1045371.0,blue ,False,False,False,True,False,False,3,0,0,0,False,18,6593.0,18,2517329.0,12,32779.0,21,802.0
17,422761.0,red  ,True,True,True,True,True,True,9,4,1,2,True,37,100886.0,16,3608737.0,8,246038.0,62,13816.0
14,3788.0,red  ,True,True,True,False,False,False,3,2,0,0,False,29,592776.0,33,83775.0,11,79105.0,65,671391.0
26,62776.0,blue ,True,False,True,True,True,True,8,3,1,1,True,32,4409.0,29,40312.0,38,65733.0,91,122832.0
